862 694
8339 138533 2039
66945 93016 1856
87138 138000 7609
108549 129059 2786
181258 181378 5995
172228 178270 673
40603 191189 895
21212 103436 9590
89057 126479 9010
41011 61268 6369
64661 95181 6339
122586 136132 5061
32488 194389 4066
181010 195900 3907
91250 168094 474
83189 134921 7076
175159 182380 6578
191605 193455 9290
68981 174803 128
100114 135576 3688
153980 184653 1358
114135 156597 8592
51896 115557 6273
77110 184919 4590
132538 187437 5447
43660 51691 3988
114992 141184 5794
39313 177676 6997
127826 198496 3234
42738 170555 1701
157509 165552 7271
125117 145133 5648
185760 191686 1927
177602 180179 2362
13495 24450 8236
161715 169054 4375
34062 90131 6466
92845 179280 6060
43201 99555 9263
141146 196520 3798
16216 192123 1795
39996 55102 3544
178143 198233 9490
128374 176093 5338
6638 19242 3552
156640 175782 2976
91108 122530 7228
7295 14178 6520
42778 78891 9999
16376 145853 633
20325 26761 7830
137809 173228 1720
169888 182103 7406
184161 194148 7164
148775 161740 1712
378 46315 6260
90508 196807 9518
117081 197362 9975
165813 194307 988
14760 36578 4844
158689 182860 3441
92624 197158 1595
90732 130834 64
75835 115625 7203
157749 180203 2546
175309 182653 3469
141337 196197 5526
133504 152224 9409
167722 181775 2555
146675 182695 6151
135112 156685 3885
67417 154468 4209
158211 191394 5535
29786 33205 1143
103929 189950 6855
114448 130817 7075
61606 106702 6032
146716 180888 4621
123933 178531 475
175109 186511 7769
166911 174301 6823
58002 135152 80
47715 66358 2547
176333 195509 9020
129382 145097 8449
165637 183222 279
20116 69804 4733
16839 163684 5334
2476 7696 9534
71116 72381 8786
182190 190345 8940
24523 66621 391
84406 87294 2003
60922 185826 6960
110725 148596 4935
14669 56345 7714
61386 144676 8023
157080 198738 3704
176815 187665 1270
13852 142153 6895
132771 181646 5719
130682 152750 4339
135174 136155 7465
100572 156839 7433
22292 138264 9812
14185 47553 4958
121961 159018 9875
12686 179872 5984
160608 194542 9906
84399 199919 5707
90944 145395 8265
176206 184133
91462 133570
18515 20283
92585 131137
13407 90951
97425 183782
82694 127916
20436 145997
151938 198977
31087 109851
109491 185936
179395 197457
65178 80670
133652 172405
187804 191609
160905 186348
71557 113266
158959 163553
123650 178084
172342 186848
28902 126835
51314 95310
2470 161176
113819 118923
164253 172489
123405 181892
78793 86382
103241 182211
172748 199117
159923 166416
115371 136909
96978 112694
170835 192351
3986 134196
134863 191919
107077 161544
20435 165476
181982 199874
161332 181404
85045 176092
74414 83598
157830 158924
114653 157690
98737 178200
197508 198877
153915 192620
104585 121913
18828 20092
158198 172239
62256 145201
81914 154534
14486 103954
81702 189436
191700 196092
22705 22852
68128 119877
18677 157285
101400 153576
44783 196363
38524 46532
110658 197586
76590 143288
13749 38974
38905 131660
152625 188677
77895 115512
3460 56695
139050 188095
133216 192005
90836 194001
174172 186921
105886 130018
52466 108090
16133 138743
168512 195274
74664 92918
146823 198773
121868 176610
81839 101588
191704 193531
51969 91605
15193 107400
4907 19461
5951 155069
22016 134652
198110 198191
30901 155490
68718 158193
95973 189494
189004 194827
49358 135600
105527 131394
95762 128452
122835 147587
134327 181870
123753 193368
55976 175538
121573 127483
154097 167516
78231 90491
96710 178323
24243 131009
121021 163695
90513 199902
191247 192004
155565 165055
135963 171714
134952 155328
119844 142630
99269 174042
190030 193054
75181 116144
38628 67587
53612 82148
131669 152101
56177 61322
40755 85134
184978 192293
91250 170879
100358 196461
169775 176529
23401 65357
189735 192939
81211 187498
63099 133075
73377 196348
102003 140456
179235 189996
99767 138146
72236 125647
187352 190445
90894 103052
70277 102883
107899 196022
154134 195809
23373 59466
27077 83297
146878 164816
110576 154251
10161 18301
192025 199166
120616 184741
80550 83314
187979 196012
148705 189529
423 20642
86456 166993
163756 198899
58366 151146
170671 194575
69801 74012
6118 25176
181138 190703
142959 199150
147832 153913
49417 177137
21181 41646
33752 166258
161063 166396
13349 35121
99424 151242
36444 90867
172471 173611
122765 154483
118237 169162
76012 81525
130153 134398
70225 99184
11541 37916
76985 111517
180158 187690
113859 140900
47847 187494
169971 184371
193463 196627
63474 161087
115894 119544
22988 40477
175508 199973
79088 98747
48803 143668
197044 199079
128408 186177
169487 182405
122318 164678
32861 80288
86658 128669
174879 178897
72024 90609
3512 152183
190101 199563
85553 103679
161250 191687
83573 154191
116176 159762
107798 126583
99790 163719
192198 197408
186869 195843
87455 107188
183677 192140
51484 84763
159237 176058
177309 195001
107215 199598
183655 196767
7553 133066
133858 141908
106149 111757
28633 120756
139241 170071
193277 197738
137248 196738
171299 197392
80448 125285
74753 116174
138594 172655
122357 126535
1541 11665
159806 185907
199564 199855
121473 180644
2171 5641
119301 198810
197885 199060
87671 145144
115937 180462
181095 199829
99289 127351
80137 98415
74361 93106
46198 158978
185278 198524
146920 183193
10821 76301
119297 169963
53839 103587
163973 179191
57347 88028
93595 199500
136364 150128
120144 134472
180535 198421
132948 184843
141495 171956
132026 136052
188001 196429
46012 128712
174224 199530
157430 174978
96258 193763
106150 192524
87640 190183
166195 192792
43866 175009
1187 27734
63857 162170
57954 90063
57708 85652
174274 193562
162492 198789
4598 72234
119863 155223
140693 166078
60504 143623
121822 139093
79421 133392
115566 173087
11368 118837
11211 79785
37631 50838
85085 89397
184397 188073
162351 165121
60414 170447
196019 197818
16167 151690
26043 108501
101883 114613
114561 134807
149911 166879
151712 175047
97783 129308
72984 175099
59646 180728
187982 197243
64819 73604
1993 33991
9406 166214
59318 108720
5679 196475
146918 174985
172152 188361
184523 186844
109166 190637
89726 108001
122955 198514
156668 161843
26607 120808
132004 162301
58139 73327
186298 199938
38196 61126
157928 179748
37062 41939
41016 118916
37694 78090
125723 147422
152879 176148
120549 163054
147086 160317
185486 186480
136886 164924
4146 185212
47397 53845
46482 86622
123133 140223
77777 100549
122052 179949
13817 22282
7140 173647
16755 123576
87724 103061
47890 183404
126669 161380
74057 94941
104605 124934
151600 195944
114072 187945
123715 145975
187674 198931
82723 116871
32614 99570
185363 192471
74274 184527
172412 190742
14105 64213
158185 175729
68599 184445
196108 197358
273 145238
24951 27623
133339 195181
65188 78845
137071 186177
87726 99031
28429 99202
53653 77156
98901 165860
90878 160650
89999 185464
17457 97389
24611 124343
42073 52121
49057 168176
182728 197654
50811 70137
82800 125600
172806 194170
114218 126291
92349 179356
28851 75128
101118 127681
45290 175662
170442 189850
21460 117156
3337 54236
64601 104941
54020 62042
186500 194288
173673 181193
98886 189331
151883 193194
27059 44933
7840 159437
145539 191685
17985 112753
144467 146940
48301 153961
103394 105124
110214 144287
104084 153171
126226 184381
50354 165619
111803 169379
166696 193545
1744 52137
197254 199947
118978 197031
60608 120157
184296 196263
42222 144723
67707 182276
81421 129755
100698 169733
141499 189051
73800 159447
108031 181954
132265 155911
23743 194185
129353 136713
178183 195102
46613 119253
107593 108355
128735 151039
166680 179448
191518 193020
31403 155918
134508 154046
77921 148953
191814 195218
198327 199825
10000 198607
659 133819
69006 127515
83581 88274
131948 193709
89184 148481
186487 189695
131726 170591
191458 195952
97849 199532
175298 190395
20731 52649
182034 186798
2831 21406
31280 114114
8149 65853
94942 177328
128338 153660
97666 118896
59245 125567
27558 54971
25972 46203
113465 119737
172949 195291
183692 186403
196005 199916
106069 122278
148445 175678
166639 189057
194647 196235
64408 177420
108565 165217
126003 196946
104059 161189
90756 107826
147472 168428
40502 185749
101569 181737
46552 182593
26206 83214
124443 141978
85211 180518
73430 165525
124625 193849
97219 198921
8826 111314
39935 71012
44024 99218
84749 116768
130830 183654
96852 122086
174693 199850
74653 190113
19145 150430
55638 150956
154858 169486
134865 137859
29020 44521
134405 145123
95383 104905
67340 68146
50231 133230
127332 167186
133821 158682
85550 170876
72908 131503
78578 109219
24301 58215
143385 160903
148619 151722
130929 176642
59576 71237
195885 197295
32870 85860
160995 181590
185135 185687
41100 117016
106190 156899
118279 171431
102564 195427
171542 179903
40180 161349
157983 199017
56742 144535
107564 128280
109576 175729
33324 77290
131400 189041
55792 143026
89979 196970
159598 175526
110042 122621
59074 68419
54272 92805
118760 122891
168109 184504
3971 79851
170822 195781
3226 112399
67282 88605
35285 132545
7678 61736
114756 151169
25434 181483
21592 173714
19355 139466
83496 154994
343 103505
41838 138732
67852 114938
9800 34787
33177 56273
5687 103884
90626 124161
181603 189175
32496 85831
70356 109886
101423 115042
57531 69501
47471 126286
187879 199031
57156 75694
32337 189438
18214 28151
38545 60640
161394 163834
87461 100342
155238 163988
171761 190554
67049 112174
163322 190761
118785 163973
43178 67811
16730 187081
26512 44107
60870 90072
44188 182383
178552 191924
140903 187064
175688 196600
143209 187936
59058 165251
52033 192498
159574 169516
166001 185763
178233 188349
95264 168540
25155 95274
69014 144615
137024 196673
174723 192113
29599 32502
160440 183121
13750 115615
154476 163896
158651 164034
11064 197078
140300 194658
198236 198843
18921 77691
145848 146182
54133 61770
147539 168841
57464 128572
63128 179100
70303 119679
180884 187589
5179 144974
21242 84446
57086 149642
50783 170155
40129 41629
167741 185416
144641 197675
74996 179370
30685 49609
178821 187012
134106 152114
65429 179312
48031 59128
69552 79048
138361 167835
173060 195259
17240 146010
70049 97679
123792 150550
120960 153806
195290 199332
107193 181681
107344 125884
8843 100712
149620 198371
45976 183851
45161 175327
16806 152169
148472 197953
123423 170921
53773 57263
96914 122829
31864 195768
180976 197812
161453 178829
146575 196543
13700 91239
199851 199913
178297 180938
149024 168127
82925 161511
88305 166365
196899 199442
79684 130443
6532 14451
21988 183457
28508 114935
180670 194131
6682 24303
10980 45070
76436 108913
132685 146050
1025 46006
134675 198018
170045 179636
4211 154207
84232 180218
73233 88760
10503 156047
5809 118984
148034 169522
77567 86089
72356 124092
84360 152694
164415 197098
102975 198138
77573 87463
34105 37820
66768 86588
128177 180803
24987 173546
55237 122661
120262 143378
100662 115293
51990 198724
71084 99463
24882 124426
35760 178528
116583 127711
35953 186893
194789 198390
97664 113788
96449 124523
162067 187042
64817 120431
113989 148053
127955 190757
75796 131361
149990 168149
120226 153854
40462 66898
10870 156733
27732 80561
129592 195112
76900 101604
8888 69917
170318 194922
98343 129629
23046 125714
95132 181824
146916 194212
81680 167413
88997 175448
159458 162948
26920 88796
39701 98123
185073 185654
158989 185090
10281 114352
198422 198441
24476 151227
989 1481
84217 149349
72820 111020
139734 181697
