4179 3806
36881 121376 6357
30409 123596 3395
194076 194286 2824
504 8387 3232
154078 194807 4247
131478 150194 4184
185913 192113 9482
134633 192658 2442
159478 175861 2653
63471 110451 88
48016 189516 6121
141185 149334 4686
89580 144073 7123
14055 161831 818
22141 190523 5396
181788 189835 5471
88350 173053 872
65644 187944 5501
145887 155582 1354
3983 47830 2722
71482 71940 8431
26225 149804 1695
29342 74841 5650
125390 185349 5108
112974 189350 1136
191097 196647 4965
165050 198513 2420
119577 180349 273
284 189979 1958
140018 150486 6479
126742 130926 6687
160236 192722 3932
14204 112972 4160
17251 148389 8275
64546 78771 7188
165729 170574 9420
96551 155467 6290
74325 160591 9304
41797 165591 1751
133943 178700 6107
83330 103823 1683
12714 22071 5802
122297 134406 5251
84417 161066 8247
159284 197994 4847
170058 185459 2923
118952 156497 6437
40872 173525 9635
9330 173894 2101
25242 69440 9246
101440 152591 4190
44695 163553 6357
181637 184235 264
97045 191286 1596
176939 194399 1363
170544 194808 2232
182586 195775 7536
50774 123101 8897
56922 59866 3022
155941 198171 9465
126917 193867 4968
29159 90914 1421
28751 43795 429
119194 153318 8204
103254 125050 1359
22406 24075 9894
39997 102164 9200
92456 185533 3478
183709 192892 441
418 133979 2914
18969 199761 6253
82079 146166 18
123522 160266 1054
87896 172422 1328
69486 187733 6637
143415 164641 7599
47419 128836 8248
12723 191312 830
166770 198101 4239
33762 100625 1934
26773 177156 9366
93778 166329 450
104015 141830 8066
25664 46902 1031
32676 56434 1214
45488 185352 4499
120619 136364 4573
61817 106141 1906
154861 190976 996
9682 20375 4415
163990 173626 5544
8963 104670 4816
175361 175962 1286
2973 15364 9781
14466 86672 7890
73281 92765 210
151481 173356 1811
8945 23591 2474
3001 194806 2300
48831 158006 7215
4796 8938 8605
60825 144946 3303
103443 194262 2619
120236 162365 7840
41370 71856 7436
147750 151146 1591
166577 181642 2664
182934 191278 4021
63689 183521 7308
127632 128493 4619
1973 70542 9648
16393 92631 2079
132188 174122 6844
84285 115287 1464
71550 106365 2246
53606 185183 3510
78402 178830 3327
79045 82550 7653
107250 111232 7759
51526 170454 323
78603 198702 5773
7703 131129 1616
118244 173030 2899
25705 117726 5077
8259 71653 1681
17272 154188 7336
147360 185022 3872
147620 177647 7230
68376 183281 8955
176148 191946 3713
182955 189172 72
6517 111023 5893
99821 191997 6541
173871 174193 1862
176813 186638 3313
174858 191101 7700
165006 177723 8895
188704 190423 6897
106518 128007 7042
143481 188266 7577
125342 161947 4493
135362 151992 8307
44651 100881 6490
191081 198656 8199
194811 196422 886
63727 142132 6192
165182 190556 9387
120264 159309 3860
152205 191083 6637
142436 162502 6209
156621 161540 2169
17845 130637 7690
119547 143612 58
144697 195595 5794
112521 156628 1662
149579 193249 7832
171223 191124 4040
124755 161756 1844
9249 136478 5895
75273 130311 9713
154772 174337 8071
133429 195560 7275
37221 101667 4021
176774 177899 2490
27324 55526 5033
10913 168943 1295
105826 166165 9087
174406 178360 2782
116901 185645 294
24833 140988 4204
166848 190266 4397
184825 198410 9883
73790 101733 2618
41110 143527 6852
68268 134069 4461
7648 32167 4181
17814 185824 9252
5112 191491 2682
189793 190780 4512
186971 199465 3168
126877 149214 7896
175845 198108 4775
45382 159582 4875
80703 177433 6535
176937 194748 4204
9210 167949 1543
85905 131899 6616
142941 189008 6810
169625 191380 9068
57565 68180 7979
129824 180962 9781
102997 119240 506
172890 176862 1175
9063 57782 3334
62929 93160 8194
184783 187492 8925
182 10256 3473
175545 196630 8002
103541 128311 6133
23292 71099 7582
114014 159938 9618
82283 99234 2379
162328 172264 4136
169370 194538 1836
24182 122063 3204
105431 132234 5264
36752 73377 4759
105804 123486 4840
65762 182212 199
119603 165325 1239
135540 142026 7173
39740 100269 5882
85655 148723 5086
162769 168752 2632
188493 191761 4694
97699 114550 2907
167097 172446 657
178491 182321 6095
25183 90148 7620
53866 192963 4490
54354 168570 7947
118838 133651 9004
57913 65188 8652
38097 108675 3369
4770 36308 2956
54657 58100 8692
60832 139205 7967
109477 160892 5262
67459 125233 8406
94828 173439 368
143450 192811 2116
14268 164901 4101
189517 195467 4641
93591 196004 5563
167211 179236 2947
123570 160358 5483
159518 193260 7930
61029 86349 9862
178692 184119 3194
180796 185141 7379
68625 72746 558
41482 50074 9110
13549 185749 1738
167760 173883 434
41324 155521 3793
64503 145216 4290
125696 150147 1033
60244 67919 3813
32277 55902 7259
60956 171510 3752
180788 185408 4079
101740 130331 9880
32684 197198 3911
22867 153874 5175
187084 198854 8171
63334 161802 3758
149948 198045 8596
59329 127018 7812
17180 90711 13
61016 194688 1950
111364 145462 3527
174565 195178 1592
58084 106566 1659
155202 166171 4930
35358 71944 7829
27882 82908 3646
70116 136314 5903
28771 36952 4248
102121 198198 2331
120051 135105 183
41283 58703 4101
27867 131691 243
166516 176523 7321
66047 195314 951
27207 95899 3120
34100 51766 3673
171491 180676 144
50801 137695 6919
25988 138057 452
14178 57179 6725
73955 142442 3065
157348 169964 6756
2172 199517 379
65660 199281 84
91664 108200 5791
129042 162649 4813
197150 197365 8290
58795 137695 8746
175803 191853 1266
194265 196698 4487
102101 124822 75
115175 196980 9772
184402 190269 7764
189695 195850 6586
70138 157217 6362
92639 108878 7749
43287 183650 526
11126 63740 8915
98645 189169 1051
5929 30226 9876
67989 73231 4890
76770 77394 1345
54134 177152 1913
198908 199405 3194
11177 15489 1336
178920 194785 9963
21333 172779 9686
29668 132757 2110
183627 199920 5771
156770 180636 8007
121975 129030 8551
34567 137108 4635
74994 91791 2635
140376 183526 3266
197991 198385 6391
6406 90747 5487
105667 122147 9779
90105 125018 9501
151523 174476 3041
2085 18128 4091
112706 151989 2979
138967 171925 9547
193254 195257 153
182108 182534 1208
50412 54038 1677
130864 169650 806
92553 154532 1698
190172 191397 7518
184251 199606 2906
129769 185168 2842
113745 162391 39
131602 157277 29
158211 170254 1060
137124 181496 3078
32054 80737 1764
73777 167565 8935
165407 168680 9227
136074 193620 9072
154305 182318 4748
132903 167814 9905
48257 75682 9875
158230 171715 3936
171685 183409 4275
82439 117470 8903
171981 187611 8562
27948 144309 6562
116621 140333 7155
130299 192400 7
89087 150428 3604
103382 174787 2007
149728 168619 8425
79975 147768 4771
41816 97929 937
162197 187147 4370
78587 194917 4199
162978 168795 1250
41650 106039 6163
121374 192359 3693
48627 106383 7778
187773 191445 8366
49206 119002 251
182788 196059 5091
193950 197561 3059
136774 196354 3125
81192 160605 6763
34878 160131 4325
107878 167838 7880
43155 183284 1738
156147 166232 3091
166570 171032 3352
117932 190893 9394
43977 93581 9795
91901 179788 9526
93727 167717 420
36994 64618 6759
170251 194187 2602
91568 117867 285
155329 196621 4709
102583 112712 5471
180016 180927 8110
190582 196157 97
186659 197637 6811
197922 198841 6185
117917 145821 7250
140313 185045 6690
152777 193242 139
108232 168652 3333
66332 92789 6683
156812 186298 9317
40738 166948 4222
176470 199136 4426
181791 186013 8692
3965 112256 288
34777 46297 4815
106715 174442 7904
161969 182440 5739
173889 194049 3150
17353 182244 8655
143612 176124 1412
18721 136676 5107
52014 152500 3039
156347 163670 6562
107493 139357 1897
196872 197283 4386
189459 196198 8822
106775 107020 9650
140268 195139 5507
141475 152360 7763
177680 190813 332
113244 169710 1161
47748 103280 9772
61618 173858 3924
8776 67366 1034
112402 138511 8361
67466 101922 5409
136825 161581 5766
59429 89836 7568
162735 167958 7894
51958 173243 5652
159110 176224 7778
85901 121699 8451
157401 184556 329
85682 138280 1194
57895 59386 8624
174089 180996 873
154519 178473 4205
86603 181487 5516
161069 177990 1968
19937 52131 8397
176311 193971 6003
41810 110809 4840
172561 183827 9251
111212 186772 2511
77522 115854 9567
97535 193220 4784
173647 193957 1344
36597 78757 5187
182240 194669 9994
105349 162009 7559
68303 156972 2978
93329 151867 6847
75332 159569 1008
29513 65174 6505
48048 174313 615
101035 142865 1599
45119 49092 2898
47532 179360 6658
43900 161238 7617
44352 123341 83
124358 174031 852
112202 118847 323
5884 69680 6279
184935 185742 7037
115473 120473 4270
197566 197614 355
39286 172920 3058
181662 185498 2662
176175 188164 4717
196223 196550 6153
156390 189762 6162
171724 190389 6472
12685 137070 1904
23428 62661 7589
28020 172624 8809
5456 170646 2212
97161 136609 8158
188004 198456 1895
180302 191791 3261
146500 175020 4299
146809 183842 5373
103802 121180 6004
45596 176105 1656
20630 100368 9766
3394 87862 7978
95810 177091 8470
76678 110492 5913
137239 150179 1025
564 174651 1349
76674 157079 6858
35348 103893 82
178516 188185 73
191876 192654 2612
103145 125938 6082
69158 170405 6362
22884 76545 7988
34252 136359 6846
142175 172741 5891
137284 181324 1883
39324 118529 520
169457 194132 2175
9871 126788 2967
101777 169450 1971
166616 176018 7776
25065 120086 9033
81251 136518 1290
149812 197137 9589
164112 193390 1580
195131 196039 7759
71942 72581 5374
86648 154783 6151
18510 143609 3872
5148 98873 425
182591 197198 7337
73159 103891 9428
118274 175235 5042
160493 182371 4805
10411 133551 5395
12004 109664 3177
14969 42668 782
195168 195293 7731
7505 182620 2427
136504 198553 1034
197721 199496 916
61656 89658 6310
193668 199960 4866
166686 185699 6076
168623 196170 8519
164136 175431 9303
100156 194825 4252
131758 136863 7402
186206 187141 1662
121986 127545 5364
185809 187589 676
23140 170727 8354
161542 196598 3108
70052 126986 2747
29674 93129 343
95400 126863 9592
6212 44101 9433
130470 170565 5650
58324 147437 1862
171002 183108 8720
171705 189561 1489
69061 189998 9024
14716 70029 2326
153893 173095 8006
196219 200000 7634
168854 187216 8563
5707 195570 2465
59851 76594 3351
95016 174577 1385
92112 115727 9530
60665 106096 9237
122009 159875 2935
33583 47470 1299
110743 146130 1962
129440 129903 4578
28319 37850 4556
69478 82010 8486
194240 194504 5756
125572 188281 1550
162082 188424 2607
66983 193641 4424
104127 168710 1195
181790 184785 2050
83802 155535 8992
65790 184059 6804
23735 60482 88
156219 183658 6172
169341 198479 5552
117712 190269 219
96420 126319 1127
58452 69695 1710
38789 40383 9575
107028 120284 1838
198651 199661 3409
146814 175695 8459
115547 199055 4958
107684 152022 9590
81531 187445 7155
99494 179353 5151
175832 198087 2708
64808 168191 7375
75733 130153 2940
90177 126445 1878
66935 122502 5723
142634 181716 2551
195441 197223 7409
169469 197056 4242
177231 196164 586
116558 168357 4113
8357 95152 7978
33504 54838 6103
158893 169349 8522
156001 183217 3638
44226 75563 1076
180971 185160 9344
104479 171767 1067
173793 181493 2673
27058 142755 2991
152627 166649 7146
185673 196539 399
151011 197122 3504
42991 149568 9567
48546 178633 8342
198674 199404 6828
124919 167200 2312
130015 136488 1421
83091 144622 8713
45872 76164 3708
49788 157565 799
118688 141696 949
132418 185873 6589
106741 187692 7183
73865 159056 7857
134775 156679 6408
67963 138130 5728
183193 195839 8005
43723 44197 8110
81148 149638 4394
18577 45863 1330
59942 79324 4614
2922 139324 5177
84652 104993 2483
68626 82867 6265
162048 197580 7964
116124 147027 7849
9666 41967 6543
90754 159219 8142
42552 197901 6341
80634 92584 9625
13210 32204 8016
280 70024 4704
111871 156060 916
147963 157417 4762
81016 88499 4681
128231 148485 9438
170158 182046 5231
52290 96770 8413
103716 177520 307
110243 133547 6751
13972 24723 2977
185303 189344 2284
110411 130704 2986
113623 173075 6012
158909 178673 6648
118497 152036 6160
68859 190696 9182
10509 142922 3298
5363 62393 8389
125498 150906 5786
141324 155167 7429
160816 166785 2786
88681 152766 321
130072 140641 8253
117104 185090 4581
120616 176555 323
53679 91736 4836
67562 68882 9072
160315 180600 9485
142139 179043 8749
120134 181254 3133
82599 172080 7678
87075 166310 1915
444 45835 4798
74687 106485 9600
24679 45486 9528
32347 177868 597
175041 189029 4199
141797 142111 3441
91945 113187 5647
16395 79513 5907
160388 176067 1309
182168 189703 1452
49525 195179 4861
120913 177978 5120
168587 175904 4826
161218 178647 9471
149982 179865 9339
146565 159225 2367
3744 40666 7052
26082 47474 5404
103386 173317 1754
149269 164078 4770
49540 135420 9971
181174 193294 1465
169258 195171 589
123114 186412 6338
84022 178063 8581
190684 196544 114
98306 160717 2795
165697 190244 13
198959 199803 9548
63257 74932 6788
161518 187034 2175
10854 66857 5921
56565 105820 8276
158975 178186 7825
41882 176239 5738
155173 173009 4067
58217 122589 2303
84418 121479 4849
173915 199101 7022
15780 15947 6797
90678 183842 5267
85569 114704 3501
74099 169130 466
56196 81299 6969
124520 153773 3209
177534 194466 5908
182556 196282 1555
158632 179607 7802
136124 160171 2862
11803 154475 4841
14744 133190 2207
55917 177700 3186
19827 170367 5044
176179 184748 1488
199136 199730 3705
155785 188649 3946
147105 147916 9824
174171 181414 278
160587 185959 4954
26475 148743 655
19779 158740 747
145706 193918 3592
124801 186461 9981
46499 139854 5937
5344 97137 3091
84045 141655 297
13007 54440 512
36175 167375 3796
46824 105102 1497
131402 143639 7199
123135 166064 1080
29619 105443 3953
90296 178408 4802
162010 190467 4453
49822 176715 4124
29415 124002 3189
97050 132918 3576
111500 193703 3256
36746 151486 1350
78395 96478 5407
80492 113994 8537
179343 189626 8540
62794 162755 6599
142309 157810 2515
133235 154037 8389
198425 199259 9734
122995 154041 4082
71623 149934 2219
105677 190117 2786
65897 89687 113
80470 114537 254
39415 94144 4163
88748 184979 3354
133210 181957 5659
27837 70854 6199
10356 95493 699
116320 159115 4457
146560 198969 2216
68769 175402 2971
87765 98419 9703
193010 196105 9330
23057 36650 1756
173602 194449 8255
115993 185928 1584
116623 151220 1241
164034 166792 5171
137156 183702 2649
177522 183816 3570
118637 191179 8856
103181 133803 3658
141913 148928 5510
64443 129135 1982
148772 165387 2636
59876 106910 7717
128801 153294 196
181779 186316 487
75857 79290 9815
13274 31741 8297
32020 181573 327
146566 188957 9079
38909 126537 7134
15758 131396 6738
146843 183952 2182
150035 185483 8874
128482 189015 698
183203 195502 717
123798 132522 4093
93360 128345 3647
18132 39927 7817
76239 159898 7324
39665 93064 3658
11375 71773 1116
72975 122430 140
163611 164231 2583
40603 85946 9650
59841 62335 4009
103689 151253 552
109483 187903 9143
87255 121152 8299
73355 126116 9858
185789 193423 4248
129485 169075 3754
189626 199359 3826
105008 121611 7815
187147 196343 8215
61549 141578 5749
6235 44284 4405
80809 149436 4798
50689 186139 3208
60844 197167 6683
80466 139743 1800
22247 178283 7677
179713 186237 7985
42293 80238 1817
164470 189009 306
158995 175565 4531
127767 137564 1657
29547 170269 4476
173976 196235 7151
68055 191683 5358
61089 142910 3920
102947 182477 7831
70626 75099 6877
9247 179659 6260
167077 196422 2133
179333 185620 1024
170638 196328 4001
20315 144478 6716
6869 134222 5808
162651 175021 9425
183646 199692 8082
158322 190535 8324
28629 32378 3175
21805 186127 6777
114325 151273 2890
96980 104260 7051
19745 72208 459
94619 157640 1178
162236 173473 5322
146201 149476 3110
66358 172825 8858
168896 176936 9003
82042 155950 4469
111459 129801 6350
104647 196283 476
167993 193318 9974
151685 161921 8338
135618 175514 7726
96223 153236 1289
93302 137205 4026
187816 199132 669
45807 101841 6823
60725 91597 6863
118629 134321 2120
69877 121899 6133
174721 179515 2109
114557 144019 9008
88832 199180 5879
47115 118051 5981
79337 80855 8570
52674 140464 3775
36208 173046 1089
164095 181838 7468
21656 99804 7752
138787 168615 840
48360 194814 9286
173519 183012 6335
70085 122632 6905
81600 153692 3222
48174 63880 9590
185269 193386 1988
196804 196870 5761
160657 173842 8605
76569 177259 7210
45959 159124 6367
24828 191174 4328
120967 149652 7584
52462 148950 4714
62278 111030 9751
91433 104614 4955
72688 195640 362
73510 101895 6069
189615 190473 5256
26652 97707 5722
170315 190081 6535
139575 185122 7439
5693 113211 448
105496 179416 1929
194045 196631 4282
32660 133228 3628
117415 194349 3364
123214 178937 9954
2410 126065 935
164534 197590 6712
197437 199237 7755
194581 198623 6399
124606 179291 7528
103320 151969 2225
131597 135843 3568
6267 73283 2306
36404 145235 7530
64555 128299 7657
10025 140763 5810
68749 174251 142
54126 61161 8095
14413 35755 6598
148153 186248 149
56343 160506 541
124924 150302 3548
161180 183179 5828
38498 45619 896
40072 115851 7435
1497 111365 106
131748 149986 2000
88042 124062 783
136131 172749 744
66648 134379 9559
29499 156630 3372
112234 155609 4880
74590 77641 7368
21741 73054 7173
181058 197248 7040
98369 131681 4312
142353 178398 7619
66207 190583 2743
38839 70361 133
79219 136295 6334
68081 127739 1256
38194 41365 777
186720 197424 4378
165974 186020 1421
39946 166551 6676
187229 199242 6567
153537 197584 8049
147780 166378 8740
148169 167919 7934
197504 199879 642
74508 105801 5329
119548 199918 5079
158705 197416 7772
61356 176664 2016
50006 155529 7012
113178 180775 7229
189510 193846 5469
94495 127330 4491
123448 195007 9448
66755 188514 9922
15682 116530 4527
179083 180055 2752
70955 97996 928
173173 196758 6229
173533 190525 9960
177674 198876 3599
107020 134883 9138
103099 181121 841
89388 134444 8576
38776 121553 4704
26867 104600 9976
11674 186982 2085
19913 179793 7379
115905 196808 6970
41546 183843 9698
113100 179733 102
125806 155575 7697
23762 55606 9515
131320 188144 3536
125682 160031 9258
154828 160739 9695
60457 181451 1301
94606 191979 3914
199996 199997 1701
110511 169724 5318
74522 84175 2813
173679 187654 2106
100354 105498 8799
164795 175491 9249
22301 50730 9260
69589 98349 7983
180138 184106 4241
95848 170336 4801
142482 171616 3856
80328 81668 9866
44206 119927 3613
63573 92894 2091
168919 197896 1482
48897 188058 3874
106844 164820 8581
33147 153636 9750
173347 195340 6128
21771 41855 1986
155909 199765 9217
28168 44232 4800
184569 199854 1419
91254 132914 7991
108700 108892 5756
30180 156467 7624
66931 169750 6744
136446 192443 6293
7951 116812 4005
74611 103910 4451
152194 197653 5944
80896 188889 2386
6599 88821 8224
176252 188156 4681
146693 161114 2274
20404 94331 6983
135455 148548 4772
147618 179854 3847
174244 195734 621
45972 86653 1796
171555 186317 8317
176911 196525 1197
172020 180108 4953
151971 161058 6778
41220 46354 9114
152764 192229 1680
176673 192941 1382
22589 172458 6257
21145 78137 334
85610 99934 7991
41963 192250 2409
114383 153952 1010
5819 165292 2609
113722 181717 1279
183893 191284 8668
193529 194121 5019
56805 132698 7950
154923 191264 889
15923 49001 8317
100401 188097 192
85246 156026 9220
129226 131092 441
106264 109266 4044
140561 194030 7399
7582 187488 6855
56225 179690 295
99069 198253 4831
9528 77608 1258
147848 157794 7662
188661 198653 5488
180794 185198 5007
68044 170447 599
48072 101924 6853
165095 167045 7940
88832 92871 2298
141406 156849 1120
119971 137748 587
120347 131888 8855
22169 187689 6465
62260 187057 7965
10200 98761 5219
130282 145302 4674
62417 173053 2458
91374 100717 936
159238 192395 1861
176030 180339 8881
111377 117800 1566
13298 118097 9326
47403 140814 9852
85346 180031 9877
42111 44660 4106
45799 84143 5570
56399 178219 695
113079 148450 1265
82644 104753 3887
111840 146091 9755
52825 158733 7834
53202 72334 8655
145361 166409 2484
96636 180201 4163
36963 109105 6684
179052 199136 5387
177871 198483 8801
64388 177064 2520
27856 55029 8457
76662 188302 9492
77197 188411 3044
124454 138425 413
171377 197352 5888
121907 124195 6688
4605 142529 5933
172280 187638 6312
152807 197752 8500
75366 198063 1479
78928 105580 9428
178839 198185 2052
77493 150515 2349
43669 161391 4389
56334 165234 8400
157162 162861 6062
181582 193652 1766
186461 199908 3547
42294 164053 8591
193807 198721 2794
60173 121865 286
182287 188934 4652
44445 137405 4771
12358 96204 349
6313 152116 5449
15040 174717 7602
158181 192423 2369
90550 114036 5650
135061 172206 7055
73436 147000 3528
3508 60153 3427
139666 161305 3720
136689 189096 9434
30497 183166 623
113316 178810 5829
86845 158481 8752
156844 184448 7498
131835 163477 2380
127134 145693 4889
70020 120459 209
10044 94358 2706
209 101164 1511
46867 136048 9061
21313 143883 3190
7255 11088 1402
122815 196238 3211
185349 189366 8914
152484 196145 7933
44652 152024 4332
168995 185226 7195
130724 152221 9677
87936 173355 3464
23527 94233 8346
5926 124304 9769
185160 199237 3496
104339 170888 5725
102256 198942 9669
28816 47674 9198
4987 137099 2391
69426 130533 3672
46818 158492 5989
131514 161411 3639
96860 177172 6901
112611 122271 7702
140207 194942 9142
51977 178504 5780
167547 172329 4047
60487 101070 6249
132697 143538 1815
38100 47102 8186
153324 170181 1910
170009 175618 7705
37122 98828 491
59019 92634 9744
2416 189763 5839
148650 194864 1999
59679 68167 6170
59241 152404 5156
10213 139631 3012
97594 120238 8682
28411 113329 7935
39260 180776 8149
197788 199013 1411
42175 56587 2828
3769 24401 3306
59150 108877 8504
164386 195898 396
15933 128376 4380
89613 188958 9133
107506 176633 5557
129804 145322 8997
174902 195685 1588
61546 106021 6784
134705 195759 8953
95089 177143 9928
110132 155963 7282
41248 186397 2079
164713 179792 3396
63379 83020 8401
86071 191542 8057
160348 198417 5081
98007 165396 1210
84462 157864 2898
8838 25754 2287
106372 139529 4209
86939 89064 3556
13210 185626 4801
176043 181512 5262
4363 33200 4175
197800 198329 7183
189772 198876 8455
195730 196702 4245
163741 185652 4366
26303 80810 3209
580 194752 9217
129014 155582 5239
138276 154781 2126
115250 178400 6185
123270 174322 9425
114677 127889 2505
31231 83969 7873
180361 188180 3670
46167 190441 859
144421 163739 9830
99806 140454 2879
79004 174842 6141
108460 142088 91
88023 194020 3180
50948 176811 9252
74490 174187 1678
103576 188992 3611
199427 199513 7102
101423 197058 31
76442 117545 1405
45329 68262 6687
137225 143403 8467
26573 44151 6404
6286 110085 3507
25939 153130 1964
106053 109293 8419
196538 199771 4377
141904 154342 4236
114096 158958 6522
64543 137043 3599
123725 141289 2634
29706 121247 9112
86422 146024 9160
144254 157793 3112
87489 165183 214
138552 176081 1741
66335 85141 8182
19951 125577 2660
182886 191946 5233
94576 100354 5906
11362 130786 8858
9930 43891 8238
78914 177518 4691
99115 125133 7235
132823 142081 5326
146333 196300 4693
95078 130022 2902
114001 126462 9489
111877 146332 3214
173130 185012 458
46628 66447 794
