3903 94981
34701 65981 1952
178749 196702 6355
166709 197140 8377
87613 160603 8481
141084 176493 1528
191555 191948 1649
91917 186068 2801
137224 189658 1554
71559 131822 4009
122653 196372 4803
187060 191867 9826
34154 101576 9130
159395 175811 2101
85390 154820 5879
37076 134739 9247
174960 195553 4488
95209 186718 9423
150833 193762 2830
140557 159357 3871
106202 108966 6575
106044 125546 5344
26053 105363 4813
29893 56727 4746
94376 186334 9047
199668 199869 1252
41499 180431 4046
63190 83292 4641
88920 128086 747
116938 181011 7388
185090 193960 3423
34414 137029 5605
172035 179959 8331
136087 191005 8859
31923 108365 2288
164413 166022 5148
41391 176851 4585
160744 191926 1307
169629 187967 2455
50765 142289 2801
149028 195097 206
42836 57587 1416
19364 104827 3118
164359 199771 6483
136765 182983 4116
146358 197159 6465
77653 186324 2177
14176 66262 7667
45371 160417 4843
33450 97178 4812
40488 40997 2403
155427 190239 8889
72759 184713 4950
44575 195107 9585
3748 179638 7208
155478 173666 4286
51051 69194 717
178404 185823 8587
152903 194484 9001
43625 63828 6833
63511 166472 8875
144709 169957 1181
187791 199998 2326
36374 119128 8244
157615 166148 6768
104337 182437 8585
179364 194723 5373
100867 159017 7197
42583 61551 1822
30521 106168 5209
75013 155106 5430
114026 145663 2744
140585 174186 2829
69020 179600 6360
161203 164835 6105
43522 148782 4674
121566 166639 5401
197393 198792 4839
28021 121415 4500
178963 192885 3982
7926 94217 6641
103657 143975 6107
164254 185864 1000
194457 198545 3937
108582 157930 1913
71910 102571 7515
5614 87822 7323
22585 56607 3592
186614 191692 4599
84191 103307 6965
7929 27610 8581
114024 187707 3983
91393 109680 9479
14253 112476 5272
199510 199653 6325
180242 190987 4889
195221 196249 3448
18219 55293 9785
133071 157892 6443
127840 165940 8173
146124 171647 7247
34043 73546 8273
178500 192861 7917
125251 180409 6277
131592 167535 9985
177491 197533 2315
88415 188104 6821
6341 132968 8047
60185 171824 363
126158 180575 7704
67367 78114 9535
109970 192159 3790
184612 197196 748
130290 178967 6492
20261 183686 3454
18014 182938 280
156696 182393 5672
32247 195828 2736
121436 178132 1942
140572 147363 5944
147126 153627 9269
68943 156781 6545
142334 177764 5361
24384 171893 859
94366 166929 2351
111389 195004 9486
63961 109293 4428
122306 191415 9637
198150 198708 3205
148531 193763 6267
29205 186682 9
168080 194073 3003
163069 199680 3276
159138 184605 7923
123958 184274 5612
30653 61880 4728
94748 182049 5321
117520 146160 3023
172059 175918 4145
78518 176881 4394
83596 95025 8378
9039 145652 9810
121591 193248 7602
12990 185923 9557
89304 97214 6236
62135 108473 7839
65273 116164 756
114270 129577 7229
94108 180279 4131
180644 193394 1760
39676 192780 6377
5555 173359 958
118171 173686 5863
105126 178110 7215
188456 190431 9581
18372 189023 9573
104769 118600 1155
40806 102616 5581
15060 84318 5547
160983 183689 3798
157601 170477 5399
121302 198957 8368
60671 154431 2135
162857 196030 8071
94725 160645 9669
59178 99354 1759
5935 90317 7828
175771 180067 241
9323 71627 9030
77776 115026 5063
197755 198026 4365
55027 137767 4740
46906 159388 7588
60844 131346 5655
26520 175542 14
51896 83013 4274
116920 159652 1743
119359 134048 2453
119452 180216 9274
194619 199833 8128
57491 147524 9690
172696 197893 809
57734 90168 8629
76494 169867 7994
157948 186728 1118
8081 194388 5615
178788 198149 5993
27784 49133 5934
117395 132500 9748
24069 88409 6375
59578 82250 5587
115679 126245 8190
76005 147667 3244
101036 187352 5895
54501 100955 293
107188 170367 8225
132008 152672 9499
86914 151697 22
147167 177504 420
95755 123094 9409
43346 149963 4006
132806 177909 8224
90524 188796 6505
174006 189609 7372
115156 185698 6731
11711 151566 6950
157542 174775 2994
116917 172919 4421
4823 188437 3703
19678 135214 3981
29899 137801 8704
120003 141529 8018
175640 176513 1534
160725 183884 1949
164363 164623 3785
19629 146265 1789
174106 178568 4600
68032 84741 1969
50873 150236 3749
134000 156531 4549
140220 148400 7649
97334 148328 8044
72605 132311 6067
69376 77796 9053
37636 46982 6630
157497 158551 7264
121722 128858 6595
126695 168964 3786
188736 196643 4285
116699 179527 5606
133182 169453 6684
15168 128692 135
71066 136738 6139
75534 96855 2748
31376 64863 5333
118822 141344 1042
143447 179907 4542
93183 172965 1264
104421 175023 2414
114031 176988 4222
155099 181841 1043
109354 134085 8567
33631 127985 3239
114233 159046 609
189711 194911 5358
45674 169231 9819
8508 66338 8005
54020 94736 9702
123983 174636 3687
118778 126202 1510
160653 171108 3458
111899 116204 5387
138842 197339 4154
179432 194461 794
123931 197356 7227
161582 169683 2305
129255 193143 8116
141489 162317 2795
74836 129612 2162
91836 127774 321
114920 165432 7067
165638 175891 7154
74366 191661 8716
85877 199840 3027
75693 155127 8629
105513 162385 7881
179012 196909 7554
14019 84716 7046
97541 128297 3677
128433 131628 9699
113613 114618 2258
46988 109923 1934
141089 148478 5891
3733 104236 8916
104451 126690 3917
96728 182463 5087
187144 190500 4539
40446 57545 6467
93778 116001 2297
160834 166616 2293
140465 187188 5467
164887 169376 8413
106063 197162 5247
109845 137136 2462
175594 190984 2111
164582 174135 2723
149933 162101 7548
124073 195732 6412
176197 195417 6903
53440 187452 1753
31752 111624 3393
132821 144579 3542
81811 116793 8549
54315 93324 1959
49097 163838 2004
76209 109241 7653
54166 164471 1682
117348 126726 4714
112631 192172 3807
168096 192060 5737
171775 192466 1800
57808 184840 8721
91327 179944 9807
122306 151546 532
140408 194703 8199
22007 102622 9730
28008 104335 3237
32041 47582 7484
36266 129711 5299
118655 185401 9509
43185 170299 3862
156789 159819 763
146601 189716 7874
740 169514 1319
36445 113702 3996
19550 138038 7760
17769 122076 7361
14395 25756 6102
31561 146670 8388
195457 196474 1581
109387 121647 3293
32934 43134 2729
181497 197525 1952
91025 157023 8905
139273 158978 7004
192346 194481 470
187705 195237 6901
175020 193980 6302
52125 84720 3652
21179 184624 4940
179575 196930 3453
109211 172492 4602
192379 193131 176
77113 195241 8025
196200 197872 8228
82633 192583 8080
176449 196790 5600
74471 86783 8179
174252 199164 7564
195447 197500 374
94613 128286 6600
176509 196299 7170
193741 193987 7387
116467 199647 3014
165058 174468 2318
122737 163740 8850
48064 99191 441
103495 145411 6336
127704 161890 2862
54522 178733 8051
154590 198421 6821
45913 146742 5796
147798 189525 9736
1976 168843 6027
50709 89107 960
116884 154861 9675
83376 89414 1503
162422 165557 6176
86647 91956 7982
199102 199805 4909
73061 88808 7546
13018 43685 801
179567 196263 8106
70348 163155 4729
2199 187872 6980
6173 87536 9596
147704 162926 81
35031 145114 4466
99633 165373 1997
26864 178024 71
81207 152073 8036
63183 99145 1199
46683 97641 3097
130856 174899 153
81850 187748 9144
40599 83126 1160
1919 60186 3278
58734 132864 448
147774 194422 391
4104 133467 3822
186795 198088 7784
37345 91540 4331
151402 177315 1694
147675 176726 850
23430 94393 4951
618 175377 2895
28009 196553 3567
19227 86480 7114
140768 181253 5278
123930 171197 2468
174996 179451 8559
186257 199136 7138
120135 190470 3604
57171 111313 791
3203 17654 1368
198179 199175 9623
27174 162266 8532
148724 168839 5513
123025 174562 790
128410 138611 5211
174223 183468 5742
185728 191756 2572
60895 91851 4939
181172 187789 5158
20341 46424 358
22221 87871 8506
110003 166965 2957
177973 194005 6689
160959 185760 2482
30159 173364 2512
168120 172628 5637
91878 139073 8363
109050 171580 9279
76691 125404 349
155449 162147 5584
90003 194214 6006
8111 68413 7755
111532 185940 5270
167495 199968 9087
131565 199915 121
87247 162655 1849
135677 188218 3795
106828 144665 3497
24932 70087 8493
116334 127541 7762
11264 193277 4529
3231 75698 7830
189839 196247 1858
178090 194204 3616
1800 98465 1791
86462 152900 9364
13611 49473 5018
41503 77040 8820
69599 120363 3940
39467 118677 3524
58411 191243 3051
36017 187084 576
199098 199492 2614
1621 83059 843
157516 183776 751
104768 194354 3163
131531 132546 786
11410 59622 1859
16632 54752 6149
122085 161947 5825
65386 174023 1641
136973 189025 8234
2673 48678 848
80864 133205 7602
130164 152048 8734
89999 93337 1488
146438 199512 1301
50390 127601 3985
101919 123195 1387
112109 115995 9995
177217 187159 8847
61281 108842 6709
184566 197343 8140
133538 187964 4628
41252 145513 9548
87571 189850 457
45443 190835 1153
185029 198027 2474
125646 142009 6111
158351 192798 6446
2720 140925 7950
74763 80517 3740
75786 175871 2622
45975 112135 1653
142272 146278 8780
45521 144823 8913
161177 193031 3604
55716 196268 7672
173270 192423 4263
199963 199970 1538
159382 192236 3150
71980 136207 7168
75884 180954 623
112777 115435 5580
155954 167955 1328
198526 199433 3870
76613 173813 9354
97849 135912 4512
29759 41592 8271
116497 187198 6677
181768 197888 4622
88236 189878 5093
5625 28412 8231
194848 196087 4684
73586 136354 5146
38684 198117 6195
183065 191259 2788
113900 199827 2190
53204 130207 3532
170829 174039 1480
40033 65988 2267
180975 199404 8780
110502 189968 5162
71903 159292 2325
166769 167330 2944
18658 56957 3127
49664 75647 1100
99777 135682 4863
67803 129516 1279
15294 150416 3177
112531 121471 2381
57641 131764 1360
38613 92125 2086
32073 44691 3691
22513 83934 2816
68463 150051 1510
85841 90711 6983
57591 130872 1358
31878 86665 615
40977 97181 241
157232 165486 1576
89767 136260 7909
172050 182012 3019
3926 3956 3783
110795 122141 2293
182834 191888 6839
59074 65413 7978
61721 123657 322
68736 93939 4523
120414 139019 3775
156087 156490 5250
13050 72524 2238
198046 199151 9244
128469 146712 8126
97283 193428 8104
33693 41651 2061
140608 183887 8528
88338 88946 9622
17198 35266 8726
14839 167972 3365
57462 59873 6608
53019 199180 8654
167764 187485 9654
56945 199192 863
156998 192142 6763
187259 198607 195
60646 168963 8410
172134 177390 4808
124293 154078 6660
189087 197007 3938
94879 133522 870
136243 171383 3074
165263 171562 4431
123152 154735 5617
124359 185321 7267
128211 154352 1602
72643 113902 2857
129868 184792 1366
21680 177712 9612
95658 102242 9089
72385 88449 3663
177249 199901 3741
29297 168660 3138
11183 14318 8669
88643 151538 3460
47848 91400 7876
164644 179184 5321
169363 169547 9350
76327 181335 5966
11394 123661 6448
130778 138160 2410
120728 185927 6068
185865 192662 8
125995 163661 4024
73479 173656 2818
187855 197610 6158
90653 183904 4543
103313 139172 1558
143162 177963 3791
14893 20591 3939
98525 190391 5127
107745 158108 2427
154469 172217 632
74522 167675 5235
93437 110268 8277
189610 191647 154
155195 193512 3860
125177 164033 8500
199078 199660 1028
142850 144524 4154
47051 182041 8672
40586 168591 5792
17603 105826 4546
87725 113538 7926
90718 154835 3756
45098 144292 899
120723 158423 5090
104167 146011 5615
171874 190906 4972
175968 176112 9888
185391 191609 3755
158182 175574 4071
165406 198940 8585
7488 61430 9115
52929 89996 5013
164672 185690 1557
129668 169303 383
128857 197505 6590
139342 143688 6561
83284 90640 9430
90036 142441 8063
148729 185132 4198
96399 121768 608
11688 16020 9672
198394 198896 6412
147493 160152 9077
103810 136722 3800
159682 173665 8079
47412 112607 2960
198730 199020 255
8308 132102 8773
49650 129318 5170
52491 78817 7351
197528 199691 7280
94277 175638 8099
22936 76825 4268
132799 176880 1648
37723 114888 7538
85455 150083 2455
148085 173646 8190
68041 158471 8833
2607 5003 3865
161019 191803 229
33544 144897 9178
172154 191651 850
18090 145268 1674
157871 191265 921
96789 182844 5735
187394 194579 6335
141991 184544 7853
193489 198037 8209
37044 39622 7266
15309 198199 9368
179126 186579 3233
68577 127128 3503
29076 147853 3193
184908 198968 1331
55574 76901 4678
40240 107767 2634
128312 155258 9136
192753 192844 3478
36638 177767 2691
183609 183895 7212
179831 182271 3710
100593 119485 6976
189798 195756 959
128544 159065 3
92832 146896 5935
42203 54718 6463
6569 108071 5626
87824 194885 8034
173752 178286 5425
100074 140338 6777
197731 198159 3059
149203 168353 2798
18151 179730 8681
51963 67727 4245
173307 188331 6257
100180 148173 1604
78891 154146 4862
197377 199850 1377
146749 175055 221
124759 194381 7552
162217 172099 4666
177364 180170 9180
79937 188298 6389
169206 187501 5605
199108 199797 4686
112881 118532 9851
56945 163213 9496
38522 139718 9818
66839 162246 7677
9357 90474 6839
163381 199455 1278
30044 138700 7337
190818 199805 6766
167502 171811 1947
87679 169767 9103
65722 165107 704
147349 195021 909
52695 100929 9240
172357 182528 841
113961 139979 2802
161832 190855 9
166445 181876 3666
39906 158705 3277
10434 42866 1862
117081 191818 1653
105785 137194 5459
120552 138987 9361
133699 182292 7556
191132 196381 7624
157509 177446 2245
30733 117648 909
181310 194194 2765
60106 186793 4639
122921 145792 9914
116523 170226 1328
144146 152194 6049
111363 185975 3528
42434 191108 5062
50942 112321 9451
29351 177797 5945
177436 188718 135
71602 135263 769
119342 160447 3650
127146 128802 8637
118700 163899 2163
106635 188583 648
51735 122459 7536
195557 199880 1772
101109 194973 1000
90390 127507 8939
44449 156586 3457
58926 146213 938
109769 134587 9620
121497 155657 126
131050 143624 4616
191569 198771 7291
137996 169581 4476
8599 153242 3242
132176 196707 1129
146588 196932 1275
28261 137731 8263
30895 156629 2060
72225 158819 3982
197695 198567 6696
122408 131941 5712
191546 198874 1426
11959 79900 6164
46056 48270 8980
4703 65902 4454
33880 52963 6867
19617 88855 6029
131266 148937 9973
128706 189727 3389
145243 156876 294
92040 182209 3198
198322 198831 3783
66940 96800 3884
68261 124795 3224
39858 126890 256
89845 185095 1783
161384 163931 8111
48876 136042 7432
182469 191492 4945
46422 163934 7751
156896 166504 964
87348 116421 1932
15569 117365 5730
73458 88649 6063
49833 90443 9216
146872 172002 7884
169644 188574 1369
28103 189461 4888
42471 143527 8906
140983 169194 8372
76798 192830 7535
18631 150261 8289
136753 155417 2637
44930 164089 2901
175614 186362 7520
3301 25548 4428
115330 161849 7768
28888 38342 1218
75983 85379 2736
14487 67505 2528
176653 191650 5007
65945 185212 2133
5708 185959 8946
11163 28873 9111
59088 107996 8937
150809 176220 3514
111109 128028 1201
121450 179460 2863
102268 109863 7922
160409 193764 5152
60749 164777 8490
70510 82997 7163
182484 190412 3865
110601 122055 2621
141363 141383 5245
59205 101470 833
162092 198720 2337
171572 192662 9673
30516 148456 1169
34189 103937 347
94644 186267 5601
86913 118741 1551
145639 185794 1632
96207 196103 4648
69932 124010 5862
179935 194987 3746
67898 110203 3589
190964 191164 3083
152214 181996 8414
47371 98930 1348
51328 132010 1459
151016 169643 8089
179283 192186 3981
9554 10456 6703
139836 190263 5695
21674 43461 7053
173425 180469 7738
177786 181757 3646
172851 180064 6482
85691 128029 5302
85791 103267 4465
35541 166403 1842
186485 197012 3210
73988 158980 1989
68286 68550 6545
126469 149397 7792
131975 171945 6216
86649 142499 3585
55013 187824 1517
116311 191464 8543
40243 148977 6130
10177 152224 4293
166660 188958 4621
199511 199775 3421
139614 160463 9473
132981 196051 4430
140934 156197 972
117058 132941 393
62303 74736 786
123056 184651 3296
25386 38975 1417
116715 173697 5736
40943 150236 4630
134224 150661 3504
63679 105148 88
121338 130280 8546
53900 94222 8180
151304 173607 6426
146379 177120 640
178832 191282 7668
80218 158337 3923
196071 199310 3098
70174 169604 6845
122247 155487 3742
107022 152141 419
17290 135853 5685
149593 177217 9550
174055 186103 6709
80440 143372 8564
143468 178888 7375
181096 183356 8902
12912 15062 1824
73826 140269 1851
191972 198312 2356
136547 194996 6029
99306 146199 60
98918 133620 8098
48638 138627 2786
98392 147471 4013
101683 126065 3354
18239 78819 8342
154688 183011 6075
153596 186061 472
173656 197280 1134
58586 131993 6570
141201 172544 8902
41707 115238 2271
145728 187098 5264
73056 176631 9633
11849 32200 7773
57522 64019 5418
74114 189674 9453
35459 192587 4965
14022 76518 8206
47783 122711 1861
91657 162697 2117
118245 124982 756
6158 121669 6075
33092 73741 5423
39301 189170 1548
182571 187340 7119
74656 99373 5452
134413 184016 9883
176083 184160 5707
98933 118431 9244
161153 162472 7210
89339 136892 7729
104911 116137 8350
83664 140987 5172
42395 88425 9445
39366 193831 8587
19550 92431 9094
23146 121318 6276
193599 196296 2973
13603 58343 315
152528 175300 9942
175803 198007 4733
140708 159786 8138
83510 130453 1970
86540 147878 5208
20955 110496 8982
21952 40661 4102
76621 80482 3720
107764 179122 8008
74714 104461 5207
46872 82352 479
105599 147897 5785
176452 190060 373
180565 186168 909
80923 140082 2568
111701 149359 9428
176942 179199 2837
80904 120449 7355
114472 136841 8487
196543 198856 316
145209 157831 2096
61794 118515 8598
65479 180294 7383
111541 160163 7209
56513 87721 1522
108081 113346 5430
97116 107129 5477
125212 154945 9622
77012 144612 3083
101089 161145 3673
66219 127795 7205
72990 136852 3266
170124 173548 7505
77581 152608 6801
174858 183965 2908
82672 136068 4145
90961 105221 9706
86125 179644 4499
40997 42716 5925
21185 31011 2955
83865 174757 8021
83769 159098 2601
145997 159854 3359
111138 133407 3002
72383 121603 9952
141065 159672 3935
123183 179187 363
180629 194915 4173
144044 168215 2961
8367 159654 3655
68766 125449 6592
50238 183803 7818
143423 171990 1647
47603 172395 4295
58649 94118 9305
151898 174735 7301
111566 144435 920
35786 84550 3736
17801 120167 1956
87949 138759 8348
65177 123527 5947
39883 168303 3607
141163 173955 1619
157530 157832 3534
100189 176305 4526
103400 183056 7157
17589 176248 4620
96696 113059 7581
136611 185315 8919
55621 159057 921
164774 192303 7179
52186 75043 4289
150161 164150 3620
167804 197555 6427
152843 181165 621
187730 188046 7590
21976 156166 4949
39716 75218 9417
75622 167331 7860
29702 192884 1883
41986 158648 6943
195668 196308 6708
34236 49460 4712
122216 176143 9059
29165 119521 4473
137897 143887 1649
69835 84846 9986
56407 107403 1894
51259 137324 129
101292 112106 9450
132552 157058 3313
180374 187904 7647
64431 137903 2118
168519 195228 8829
149643 169093 8935
188390 197681 574
112352 127729 1613
137762 171877 5770
148429 151475 5019
82414 199298 2709
13451 138006 9150
189497 194528 2759
142979 196778 5319
154461 199373 7836
112860 125207 5750
92306 180882 7742
18685 149833 7945
102513 103899 1487
69671 160748 1717
182845 193379 8459
104614 149492 3364
164410 183646 8141
54092 169364 1695
60454 140060 6320
17141 166787 7037
104909 120404 8393
74845 144435 8509
162874 186905 5187
166743 172222 9649
174390 195509 6475
103841 133204 587
195516 197343 5213
179122 194060 4972
75590 159635 9534
137099 147977 6442
95924 103151 8203
14127 61940 5874
113101 156663 8210
21911 125177 1886
152079 161523 1375
186271 189344 6552
80539 155033 2393
142002 160464 5935
121614 160996 9869
94813 190975 2473
42208 166471 7515
176886 180852 3130
45522 177275 9488
90751 130065 5667
125671 146430 1268
169898 192189 6126
138962 161881 7413
80573 89052 6905
105369 159518 8035
77865 163161 9698
118454 190585 1453
93095 143384 3921
176412 198766 8908
194211 199691 8795
148998 179246 2318
183984 194512 294
84803 149532 6245
31329 86573 7816
43211 136134 1664
60131 139093 8790
151639 152907 4874
182328 195841 2121
37847 73048 9505
157911 190848 866
131931 195892 9002
104570 144923 2898
45125 83763 2324
45840 105356 8579
176229 199042 9433
169632 171992 1946
103557 114847 8796
49778 81204 5313
159761 176821 9375
150300 196909 6624
3902 54839 4307
180660 183925 2876
154630 187221 7462
54457 105650 2562
4146 150929 6056
56330 106270 9829
194721 194966 9262
1737 83557 4406
12385 94995 8618
153234 166242 4756
118292 134349 1226
109221 126811 4164
113090 173379 8720
137461 145857 4354
63183 69959 9410
68257 164417 1144
163926 190822 4803
10904 79080 9677
35734 116440 4449
91642 155832 9250
121360 178482 2688
170620 199502 5577
176302 185128 6263
44422 50516 9031
100695 121964 8457
105994 135650 4556
117552 144781 4422
17641 42978 2048
135995 189153 8419
164121 178347 4928
189790 191032 6262
15096 89775 8376
196640 198196 9719
106467 110677 211
128606 181877 9635
193592 196453 1105
7631 18522 3267
86170 144483 9671
82558 92186 3613
140784 188412 4669
90599 168915 520
182714 187784 9412
94550 117458 2869
174701 191438 4023
167542 168589 4763
68792 144349 7635
127538 137613 7380
132040 165931 4057
7675 64533 3335
126619 149375 6803
64971 126033 8357
91409 171635 7573
195083 195698 4487
11092 16148 1735
52173 143058 9847
91081 148349 2399
88584 190018 6910
143520 173001 1444
29672 111224 7375
59902 87524 3568
190364 199774 4738
167421 169885 3253
75072 123084 1218
113537 171980 4451
92557 188439 4362
31958 52280 4424
198727 199193 8493
111438 166801 5529
29761 94572 4470
166761 182701 5216
180937 186738 8415
162786 177874 7366
29581 159602 2213
19560 125139 3747
61966 144976 6204
175330 195743 6324
11890 146981 5294
122249 184345 2779
107556 127664 2602
80868 104145 5085
69517 138789 170
198541 198718 9864
160479 162691 6453
99862 132787 211
185448 197931 2982
102638 163555 4858
180218 196461 8653
186664 197588 330
176493 189853 9316
171945 172909 4506
65097 139676 8100
137727 154050 6554
74302 151629 4153
188004 197248 3808
139374 185317 9650
135800 171147 4080
199953 199990 1390
28913 100227 3307
72515 178869 4532
96117 152524 8380
191623 192023 6849
56414 93881 5742
107638 176538 2663
165707 199492 1218
159591 173967 5747
140633 181467 6656
38672 188127 7711
142207 178906 7915
151771 189223 3434
20966 78694 2138
29173 157317 1396
134274 195761 4291
173899 198962 4286
65082 84326 4266
140366 195465 7281
85961 140251 8379
114216 121477 1870
177701 187784 6852
77455 111116 8358
128094 196676 6854
117696 161586 7546
40803 156385 1246
31619 31938 3957
132447 159284 7758
187869 190840 7912
158550 178481 6465
130234 147037 3735
129787 171266 3567
58675 83418 5826
