99426 99843
8 196658 2199
5460 198078 3936
387 198886 4894
2242 198852 4254
98 197534 6998
557 198141 219
3096 199764 6305
3858 199731 3898
3450 198592 3861
1073 196515 423
815 192212 859
2686 199870 3701
604 199705 8394
1291 198631 6747
3389 198851 5392
543 199923 8832
220 198320 6578
6108 199381 5557
537 196822 6981
3579 199503 3107
816 199616 6972
4176 199651 6518
759 196811 5924
2617 195572 7176
3439 199742 4717
2639 195207 2946
861 196480 2346
2826 199122 463
434 198007 60
4630 198115 5442
607 197110 7450
223 198710 3786
622 191181 2021
39 198025 1124
168 197428 4954
1840 198653 7809
1580 196495 7192
448 193425 9735
422 197965 1107
1020 197910 8013
1070 199781 1449
750 198238 5538
1254 199965 660
3759 199548 8574
2082 198234 1775
405 196384 4636
1255 199440 7662
5088 199869 2567
4602 199183 2487
738 199620 2484
992 197810 7142
2690 199464 7023
1409 199750 2753
2254 199273 8520
1134 196710 1480
1531 197926 3264
3263 198174 8368
291 198871 6847
1157 199110 6704
101 197859 5817
3081 198842 6509
459 196477 9618
1543 199743 4978
823 196333 1342
1012 196896 6130
1207 196992 6749
1526 198820 9425
122 199555 6901
868 199955 8896
343 199954 2464
980 196823 25
1029 195597 6601
2001 187182 5884
1550 199078 7218
119 198533 6232
1237 199674 409
278 198357 8748
9785 198878 4923
770 198673 3262
259 197948 8247
73 199838 1180
574 199090 9271
7542 199949 7379
1167 199957 8219
3083 199336 13
382 198055 3352
5298 199423 4480
768 197112 3968
468 198868 9299
1704 199836 3794
738 199335 8674
213 197073 9268
1157 199683 2037
1197 193053 8015
2246 198651 5660
504 199560 3755
413 198075 8623
534 197910 3467
3618 192194 5204
181 199137 6090
616 197961 8432
2919 199204 4663
1207 199618 4419
4867 199264 542
753 199693 8174
1033 196950 6008
6252 196230 2391
120 196264 4500
3639 198976 5087
3761 198855 4039
3140 199701 9715
3839 199683 5617
874 198370 2337
1850 197859 9296
167 199441 2843
712 198723 5753
1765 198423 4737
589 199208 8789
184 195078 5355
2115 198227 1754
180 196902 2293
840 199861 5227
5530 198031 1231
2068 199481 9025
1600 198529 2852
1331 198401 2169
5741 199700 4778
205 198850 2337
1350 199683 8602
7387 199054 9182
2955 198659 6481
1582 195281 7841
1280 191486 8296
1087 195962 2891
2077 198267 4479
339 197617 3020
1054 198366 8640
6705 186353 4467
367 195336 8065
4863 196421 1361
3934 195977 1194
218 198300 4784
620 198882 4202
1412 198408 5363
307 199869 3636
1197 199730 6462
109 196687 6846
179 198541 9977
1479 197317 396
2739 197621 4271
4163 199499 1897
2744 195961 9149
1127 199148 6678
3205 199275 3896
427 199967 2583
98 192103 5006
2780 199932 2891
1294 196152 8065
85 197611 379
761 199697 6848
4174 199691 5733
1739 199977 6823
227 199963 7242
2810 198081 281
315 196974 6358
134 199378 9339
935 199096 3263
3991 199431 1956
1672 198129 49
284 194606 5763
539 198453 4039
440 196342 16
2570 199853 3005
3009 198995 742
5885 198398 7684
1740 198633 5471
1714 199977 2343
1935 199487 6913
4076 199462 989
1314 198236 5593
4380 199837 430
327 199478 87
3290 198958 5898
2125 197431 793
1932 199002 9335
882 198614 5467
218 195478 170
481 196546 5309
713 198112 7097
199 193658 3014
3772 196887 1359
5159 198822 121
6939 199867 6336
2043 198923 6933
3184 199534 6446
3673 198889 8658
2772 198584 4620
3760 196719 6458
4161 199103 306
1063 198820 5877
1117 191633 6321
1314 199375 8040
1166 195497 9832
2795 199898 5455
2387 199585 4486
2219 199500 7545
1524 199620 6306
596 199835 5668
30 198825 9801
8836 197312 8714
573 197332 4695
881 195318 3211
4062 199291 1943
237 198810 7836
1322 198985 7775
604 198986 9663
1722 197529 6614
365 192899 6307
4997 196832 2073
794 198022 5069
519 199209 2462
1123 198403 5096
7473 199092 934
119 196849 2842
1720 199178 6857
1639 199544 3576
36 194253 3838
4412 198257 9677
409 198882 5785
1362 199520 8693
2386 197312 296
1952 197914 7903
2306 198805 7328
3983 199736 8482
2460 199186 420
2421 199493 5808
3346 192271 4039
239 197043 4794
1762 198521 6675
2139 199080 467
5767 199524 9434
1252 198743 7672
1270 197878 1772
2658 198703 558
1418 198088 3112
2262 198216 6974
5335 198830 4759
9227 197650 4461
2543 199532 9429
1770 199428 1392
4720 199711 8627
623 199361 2591
603 197780 2602
2372 198547 1335
7405 197146 3889
197 199430 3797
1749 198778 562
1259 199697 8625
3505 198278 4648
3446 198367 2472
1662 199163 6669
972 199853 7870
4109 198766 690
1026 198744 82
4640 198997 1231
2483 198486 9890
643 199553 4684
2628 198500 1618
2072 192595 559
1497 197897 7240
2217 198657 8248
4781 197228 5546
3029 195251 3066
3281 198684 2747
55 197931 4204
1784 195550 6947
1088 199173 7344
710 193629 2781
2248 198370 7714
704 199241 2261
2056 199317 2660
1043 198868 8770
4217 196985 2424
3202 199190 4625
1213 197568 7246
1980 199485 9748
987 198353 6959
1750 197363 5242
1572 196901 250
3871 198706 7071
2535 199886 6430
56 197808 6789
4025 199633 9176
1173 199703 1203
4197 198248 9231
124 196324 3375
139 199887 1196
299 197729 7927
224 199330 2862
397 199788 6853
3669 198780 8430
2857 198592 9891
570 199440 1407
4696 194046 1163
806 198377 9658
226 198761 1827
5579 198270 7271
768 196909 520
599 199297 5903
1504 199975 1481
1705 198161 5520
4261 197815 294
1595 199987 5329
2911 199384 7546
1394 198525 1352
1523 198338 4597
1909 195798 7801
2260 198271 8686
1404 199720 7920
4843 193847 5783
167 199703 7073
8744 199989 6642
3214 198105 7599
2538 198842 5123
539 199552 7419
2749 199231 3511
825 199329 1359
1086 194821 21
4374 198698 6186
2792 196537 2786
148 199792 4924
3597 199193 5962
1005 199526 3253
228 192580 7371
715 197559 9114
3852 197004 6021
99 199858 6713
129 198745 6113
4637 199332 2494
22 199675 5327
5331 199982 4421
1613 199366 9379
954 199472 5458
2198 197019 8641
1164 195368 1278
4761 192277 247
807 199806 4051
1825 199839 1322
1154 197959 6939
5225 196163 1253
3917 199991 3909
2311 199942 9614
7109 199891 7624
35 197295 6954
3174 198774 1628
256 196675 7571
173 199666 8213
4464 198914 6647
1250 198237 8754
2273 197760 100
4435 199009 4246
653 199853 7153
3899 196527 9061
1529 199926 1839
2254 194619 9587
222 199159 4897
2657 196938 9480
1677 197125 9385
52 198939 2039
41 197875 964
246 195867 4288
1171 199299 1207
1679 198294 3171
1051 194060 7354
150 198581 71
1454 197935 7237
103 197643 6042
1811 195812 8697
1868 199856 2490
218 199354 6225
1073 196930 980
2950 199435 9433
1436 194341 8364
5052 195222 9998
147 194823 1998
4726 198362 5959
3008 192894 131
631 193956 1491
5222 194295 3014
224 197957 3653
643 194013 7480
16280 199520 8284
429 198222 1857
3648 197164 4838
2133 199747 7002
1196 199636 7014
498 198495 1496
239 199951 9060
1468 199235 9530
1333 199069 3141
2776 198240 9812
2559 197829 7516
4306 199994 8781
3941 197822 8784
549 199041 1751
7196 199345 4382
5142 199234 3183
2464 198464 5522
1424 198186 2997
875 197604 4592
3269 198646 7900
713 198188 4296
1348 198399 8853
878 199657 8443
111 197011 4583
5428 198160 3975
4249 197024 4627
167 198869 7834
2073 196957 2406
2511 194587 7893
9 199426 351
209 196777 8560
1459 198703 7682
3506 193067 7886
141 199437 1500
186 196911 7200
1598 198620 7162
379 198706 3151
526 199904 5220
1789 197648 4148
1617 197174 2302
1284 199809 875
1905 199272 801
3851 197049 3577
26 197229 694
1206 199182 5499
1042 198819 1171
2436 197607 1168
868 198525 202
376 193757 9112
3471 198637 9343
1031 197718 1357
5125 199443 5978
1658 194538 8385
1250 198725 5373
2582 199333 6873
877 192118 2054
44 199894 4154
7072 196200 8199
3004 198972 2162
883 198102 3684
3959 199732 8185
1661 197272 3518
2412 199062 3288
1024 191416 1919
114 198880 120
625 195274 3078
1 198755 4527
2443 197683 6660
1451 196740 8120
4314 199027 7351
395 199334 9602
795 197761 1494
869 199552 5115
277 198955 3629
674 196763 5212
3828 199179 7209
1905 199468 3895
349 197976 4151
328 197862 9807
1227 196691 7577
1125 199146 5991
48 196715 8697
960 198911 5471
1478 199756 9378
139 196334 2667
319 192954 9052
3082 198885 981
243 199999 5335
3712 197260 3894
118 194843 922
600 198764 7039
4683 197085 7326
230 199274 1597
47 199533 4021
514 199496 6173
39 197417 8863
3169 196037 1196
178 199389 8048
1302 199293 6596
680 198435 8443
240 199640 9923
869 196377 9730
1205 198196 2764
689 194783 5921
412 199166 675
5395 199817 6808
219 197229 5380
522 198533 3832
6692 199548 5172
362 198396 1873
325 199355 9787
956 198998 2091
923 198068 4736
192 199787 9682
3178 198826 8950
1521 197664 9878
452 198699 3639
574 197584 706
6260 199900 7055
170 199158 1948
1986 199319 5659
4473 199218 2125
2039 199998 7538
133 198608 594
2489 198367 4563
2624 199485 3795
1610 199852 6640
1610 193824 5219
112 197980 8394
301 198053 1736
2372 198847 3710
259 196757 8252
2314 198471 5535
1650 199495 3108
1481 196805 1412
18 197994 4495
758 196916 5637
1650 196602 2242
960 199483 721
8110 197219 4563
178 197177 1714
992 199573 5571
3799 197582 5556
863 199058 3632
2221 199129 1746
2259 198673 2794
556 198238 5043
3077 199987 2005
3311 199220 5651
127 197736 4048
1812 198448 229
200 198888 9172
97 198946 4489
4821 196392 9855
1758 199758 4249
3727 189826 3906
1235 194155 2922
2032 196753 4793
75 196961 1888
588 199633 3930
20 199317 7632
6436 199568 6288
334 195270 1789
249 198209 985
379 198591 2764
2763 194968 1565
751 198277 1146
61 195625 8321
337 198597 6752
5068 199863 6668
2482 198268 4339
904 199548 5240
62 198341 8018
1709 199102 2380
1203 199338 154
1516 195357 6440
136 196954 8829
1490 197061 5682
821 199932 2948
766 196475 8943
231 198063 8881
3465 199818 3813
454 199097 7465
3564 199713 3615
4025 192060 3072
1619 199508 8321
2249 197972 1014
2897 199531 1965
16 196473 4626
1723 198121 8710
156 199132 3277
207 199714 5092
351 198901 576
683 199821 8615
1459 198507 5905
1154 197919 6113
1311 198521 4043
2552 198266 8798
1858 199831 316
1551 199539 1158
2456 194737 916
1538 197693 5061
1239 196434 6683
288 199364 6889
1761 197349 3154
1136 196195 2285
2197 199186 5678
1782 199861 868
634 198496 4978
2023 199298 201
1206 199587 1291
1023 196061 8229
905 198333 9264
5054 195588 4801
739 197009 6570
837 199646 6589
1063 197906 4049
1142 198641 5137
1670 194582 8281
3143 198842 3892
31 199860 7003
971 199948 297
1422 198001 9415
602 197839 993
345 199264 9673
289 199939 6654
525 197688 9899
1119 199229 4932
245 199940 4938
4402 198203 1670
4015 198267 3260
2784 197401 9422
4267 198533 3745
1646 199607 397
3146 199316 1928
1040 199604 6725
667 196342 1748
1962 199211 2276
9628 196098 6735
45 198503 1315
2845 199808 9695
521 198242 2783
371 199372 55
867 198460 710
919 199346 3553
2690 199496 468
415 198783 5721
642 199785 9567
2234 199355 3387
403 199816 1265
4169 199082 608
211 198157 8741
102 196076 7510
2581 195359 7669
2622 196068 8559
764 199694 7762
1014 199495 4812
1730 194665 5891
3220 197134 521
614 199303 6578
1163 199472 4523
106 199205 3189
2976 192154 1129
63 199507 2553
1370 199828 1384
1438 198336 1605
1180 191718 2842
642 199891 6940
271 197941 1800
1309 199997 3635
2161 195200 2718
472 194196 3189
463 199875 5366
1020 197383 3428
1238 197973 2921
144 197781 9154
1859 198700 9298
897 198953 7455
591 197104 9044
5005 199385 7860
577 199837 8319
154 198293 4432
3622 197872 4701
1475 199379 9218
433 198876 658
2417 199636 6119
1524 195730 5428
429 197066 197
962 198314 5991
899 199760 2712
5251 199063 5773
955 199793 348
3191 197396 7598
4585 199885 3563
1543 195699 8563
2925 197674 8520
181 197421 2536
2977 199687 7691
562 196872 3985
330 195943 9039
254 197943 8412
1197 199934 4937
1133 198059 905
668 199800 9162
2409 199760 7159
1746 198549 5208
2349 195434 1839
766 196725 3209
477 193124 3653
5424 195931 3425
628 196316 6621
6627 199310 204
10240 198453 6715
1048 199273 5182
2331 196233 9407
3509 198674 9690
1151 199076 3007
400 199941 3745
2629 199662 9206
3742 198087 9308
3242 197338 5564
340 199321 9916
724 199213 4247
2060 199222 4481
685 196538 7009
833 197339 6056
5498 198006 2282
156 193068 2634
1096 197126 6945
3731 195892 8753
939 199045 3262
4224 199666 524
1433 199222 3730
817 197570 1702
73 199557 8706
2184 197132 3491
2820 197317 9904
2538 199288 1436
694 197415 6443
3167 199164 4156
2059 196943 2473
3773 197403 7338
545 199013 7555
3 198766 1960
1108 199563 5217
1997 197767 7820
3458 199751 8422
2176 199121 1054
3219 196816 1134
4182 199878 5058
1528 198645 4213
2766 199034 1143
1052 197578 2090
2052 199129 3920
472 199274 7845
645 197965 9777
866 198374 7862
1302 198725 3405
278 193285 8927
201 196787 4975
3450 199572 4131
807 198075 8134
1051 196604 8848
1830 199059 7541
3389 199643 2073
558 199166 7451
1083 198792 8408
1061 198874 1439
15 197260 7939
441 197982 1711
517 198743 5868
4776 199021 761
341 199517 8623
2014 199746 330
227 199441 7878
3061 197260 9094
4766 196532 5584
461 199472 7609
2276 199343 4675
725 199345 2876
495 199393 9773
510 192415 5626
2075 198271 3090
134 195491 3268
1752 199069 7490
817 195747 1682
3761 199022 8649
1381 198585 3293
179 198234 5948
1101 197540 8889
447 199029 9649
452 195689 5271
375 199995 5583
2348 199891 2971
149 199973 2295
836 199672 6778
1590 198955 5074
738 194589 8263
2881 199453 1547
647 198111 1102
2219 198872 1791
1475 197821 4033
466 198708 387
767 199002 8834
6244 198939 5493
1880 199330 1058
395 197740 9383
639 197375 3336
1550 196093 7624
482 198800 8389
1005 199769 9028
262 199903 7382
350 199207 5950
5268 199628 8553
317 199545 9852
1761 198977 9525
2490 197552 2450
241 199091 564
1130 199419 8978
9285 197795 5011
724 197371 4339
3237 199466 2108
1261 198842 5856
3889 198472 499
2335 199538 5044
2734 199128 3438
2748 196581 2131
963 199688 2889
2639 198295 6619
353 198248 4202
453 198512 6956
1551 199904 7233
3415 198046 4148
3011 199443 7395
2053 199520 8703
544 198714 631
393 193584 1165
678 198699 4337
709 198702 5685
858 199777 5678
3451 199696 2618
2843 199156 2176
423 199260 443
3499 198071 155
51 199949 2192
831 200000 5280
172 199462 2883
1311 198206 5881
638 198234 1772
1555 199473 3397
9 199790 3872
32 198777 1605
931 199242 1228
116 195587 1623
1538 198151 3069
617 199593 9953
1447 197789 9154
4837 197720 929
3079 199952 7461
902 197103 1828
380 197394 5478
290 197866 6756
706 199305 1817
1807 198383 9206
729 198973 2434
3143 196715 2755
893 199834 1823
1289 198289 1526
1592 194616 4582
1475 198573 1159
2965 197428 6800
905 199919 2838
169 197848 2692
175 197177 6794
1465 199160 2424
1221 197382 6379
593 194364 2868
1470 196826 3902
3809 198954 327
2382 199086 1328
2236 199037 3471
5744 198227 8837
44 198949 2036
915 198033 3842
2826 199507 2901
1139 199894 3769
198 192307 4022
2638 198570 1460
5818 198076 4697
456 199133 5347
1330 195731 2972
300 198157 9818
1117 198742 7890
539 197696 7094
739 199671 4116
603 197305 6127
1387 198482 3242
163 199913 8259
97 199996 1622
538 199253 4897
3898 193111 8833
1126 199730 3492
128 199000 8264
984 199379 8514
1809 193187 3209
1045 198886 980
7777 194752 137
188 199767 4039
553 199689 4936
228 197492 1379
781 196633 9513
418 199147 299
4214 199150 3387
428 196993 7589
2398 198974 3661
92 199377 5163
882 197414 5056
3412 196461 8754
1195 197610 3949
3727 198605 2169
1364 192308 8762
7649 197475 2133
4250 197998 4760
953 198328 2027
1848 197532 927
3974 199914 1951
361 197564 7533
3757 199228 3243
3040 197128 6155
1382 199573 8515
1227 196977 3841
2057 198341 3031
275 195382 3452
62 199843 9593
369 198146 3054
519 194979 3153
1649 199221 8566
1821 196583 6157
5204 199171 8704
787 198293 8590
4984 197023 7022
4097 199552 3680
2209 199746 7416
3697 199679 3897
2615 197546 993
639 198495 1044
216 199416 7099
2010 199592 622
1593 199789 5837
502 199763 4802
4105 199626 5234
781 199802 7681
2259 199215 7956
1153 199970 7606
619 198141 1369
5629 196278 2824
3537 199532 2446
648 199202 607
451 197639 2210
41 199223 3467
2701 197042 7061
2737 199377 7201
1033 199548 786
143 195526 872
1608 199466 9961
1997 190407 6085
3913 197322 1457
402 199796 3395
2437 197989 9532
1434 197660 6150
4602 198945 2668
1557 196120 3264
386 198560 9030
222 199232 6019
39 198289 7716
496 198939 4554
135 198511 6752
1844 199863 978
5462 199930 4062
1505 199591 4861
84 195826 5178
129 199613 7417
1868 193831 1395
2203 198118 3165
1574 196845 935
4182 198244 357
1201 199807 6416
6264 198265 2479
1495 196908 9518
3120 198320 9478
2143 196347 3637
762 194525 6301
366 195342 6089
1323 195720 3823
1073 196536 7752
283 198196 7957
509 199188 9751
78 192459 9800
1708 199448 8609
1622 199560 2168
2513 199715 8140
268 198987 2845
2787 199183 5309
3809 199752 701
6513 198209 5886
2126 197122 7006
2998 196930 5517
6024 198379 1630
1548 199331 5832
186 196823 9727
401 198779 2167
3236 199900 3960
995 190824 3593
467 199388 2664
2369 198719 9538
1662 199867 812
6910 198422 2131
2217 199280 7237
3249 199910 2956
2405 199308 6434
1038 199015 2783
2966 199757 4708
5077 198669 7269
1512 199548 4147
2754 198032 4085
711 195594 5180
535 198032 1203
1512 198140 6525
1510 199046 3623
955 194040 5858
206 199726 6590
5601 199944 1185
1045 197300 933
1006 193330 2868
1591 199603 5331
3709 199439 3590
421 196336 1944
3453 197737 2464
3169 199567 8660
8806 199173 1029
625 199344 9065
4870 196116 5900
987 199163 9396
4699 199393 3069
960 198431 1993
2775 197235 414
1457 198777 6958
6 199991 4527
2219 199728 3145
69 199194 467
13 198740 8605
447 199960 8129
508 196749 3457
830 199402 7114
1371 191540 5026
2765 199061 2780
1771 196483 1595
963 197154 840
13 199242 1219
1715 199757 1232
969 199839 8535
3559 197309 5428
7604 199165 265
436 198190 5421
1913 199230 919
4754 195276 3018
479 199630 7871
139 194068 554
839 199641 3843
4812 199636 442
421 199278 8312
1439 199828 4224
283 197622 9140
300 199095 2600
3084 196748 8471
155 198436 2526
81 198831 3514
1546 199658 8763
224 199777 551
340 199287 2036
72 198981 3432
1356 195074 1121
1637 198302 243
1689 199311 1578
695 199523 7061
3365 197564 5751
2863 197264 7853
436 199791 1801
980 197419 8203
7018 197528 8179
538 198919 4329
1284 195632 8430
310 199835 1369
8389 193128 6941
2602 196274 9712
535 197312 1212
4292 198556 9155
516 196629 6895
4889 197566 7616
552 198574 4569
4105 199907 3647
1728 198355 6059
6623 197653 9961
2237 197801 1326
4461 198693 8392
7010 199116 6579
220 199385 9200
1352 199939 5818
1256 197845 4349
1151 196682 880
388 199956 9293
112 198287 6701
1816 198764 2160
398 196799 4974
219 197731 8127
343 196698 8751
2632 198928 7817
7341 197493 4988
1220 199481 9956
3040 199421 2856
1145 197972 7555
1458 198020 7934
1435 199689 4132
952 198824 520
731 199515 4284
9877 198334 2045
2709 199184 9670
1508 198906 6495
3743 198668 4472
45 198014 1348
535 199551 9446
645 199057 2963
776 197994 4188
5741 198608 8195
1000 196612 1223
25 198916 9103
127 193483 7509
3746 197814 1805
300 199778 1453
541 199301 1841
1127 199093 7664
941 198997 1228
6195 195162 2641
5361 198954 601
987 199713 6130
2992 198956 9690
939 196189 7263
861 196401 7871
1297 195548 7567
7764 199942 7191
4846 198856 2122
1282 197865 2059
830 198770 8933
2082 198164 7544
6179 194252 1492
415 195914 445
6896 198906 3137
1357 199378 7972
6640 195928 536
963 196474 1797
1064 199333 3606
5486 197347 7880
84 198643 1922
6999 198908 6713
443 197863 6859
1030 197479 9954
269 199023 1283
2101 198640 9108
1191 199679 3771
564 199246 4215
263 199585 4192
4849 199786 2259
2090 197597 1397
250 199748 5871
2508 199900 2818
1020 199234 5897
5170 199479 1436
731 196711 4389
69 199187 4998
518 198989 2618
55 198550 7671
246 198846 8906
108 198950 4812
788 198864 9505
1317 195703 7456
3425 198988 8129
1067 195509 1721
166 198782 2189
2 198651 5190
612 198587 5571
756 199565 23
4986 199540 1357
2149 199959 6973
526 196661 4059
299 199458 2707
1406 199852 8762
1891 199931 9755
549 198591 5016
75 197500 6876
697 199415 2924
1684 195367 4843
501 196739 80
2979 199895 8104
211 196051 1681
4169 198973 2780
3039 197623 8089
184 199099 8944
727 198928 3531
36 197833 4416
1784 199049 2160
300 197782 5953
4355 199565 3217
5648 199808 6239
560 199166 4692
247 199472 5307
796 199673 6331
616 198987 2900
2996 198426 1274
1172 197342 3908
3312 199886 9112
8694 198971 1405
1828 198789 4873
4243 197534 9924
4033 198877 5002
1421 196738 5614
271 199246 7133
2226 195992 9817
2275 192068 7302
2161 199401 380
6163 199814 8566
3866 197764 8690
4050 199535 2663
2415 197087 2212
2688 199645 3128
361 195943 4437
1368 195489 3722
2494 199785 7699
330 199725 3194
189 198690 7372
960 194871 4225
683 199609 7037
1527 199356 8362
1195 197960 482
1683 199276 5282
279 198106 8601
70 196816 1893
368 189920 3064
7726 197533 9319
128 199997 3346
2559 199474 8098
14 197160 9764
2939 199574 6702
5525 197670 2581
1381 198534 7222
3610 198957 670
157 199080 393
280 198858 4471
5575 196092 1038
645 198944 2676
4326 197566 6717
1583 198271 1695
902 198127 6155
1560 198721 8229
44 196287 6965
2771 198279 7462
2641 198005 1359
588 199583 4312
4008 198949 7326
406 199046 2700
2113 199850 6675
6333 199161 3844
2033 199133 5514
1346 194819 5348
207 198148 6579
1153 195588 5783
1387 198309 6927
3336 199341 8676
4625 198710 9278
780 199106 6226
1839 199835 5591
6026 197779 7304
605 195297 8681
4855 199113 2617
2826 194204 7712
2498 199423 7663
1555 197488 9978
251 199221 8838
2704 195192 1084
202 197196 1274
6503 199282 6607
5651 191261 4500
3617 192671 6208
1245 196238 7186
1128 194452 6439
923 199791 1846
646 199756 3303
3717 196738 7841
4574 199457 8406
630 199115 6544
2305 199414 1149
69 197957 230
412 199656 7699
2305 197684 2426
1388 198747 3750
1426 197126 3971
94 199038 5899
107 199162 7379
1411 196571 2280
755 199387 8289
2858 199185 2126
2683 191866 3417
1148 198582 5227
455 197701 7976
155 197649 8095
144 198903 676
1509 198437 3773
526 199787 2793
1604 197099 2902
3610 195712 410
1307 196045 6514
725 195857 8423
146 198611 4687
2373 199779 8954
132 197760 9054
512 199628 3079
4067 199583 7146
3305 198189 9028
65 197559 3371
2304 197715 9334
618 190554 1116
2870 196986 2845
1683 199060 9544
3361 197917 8977
1852 195067 8826
781 199602 7997
2288 190138 4038
380 199320 9900
1205 199527 323
526 199158 7187
921 197162 3371
1530 199564 5214
1238 192187 1349
903 198287 7470
1179 195991 6865
1291 198828 4225
892 198602 612
975 199123 1875
224 197328 1142
965 196473 3861
23 194007 7785
1358 199982 1212
71 198661 8507
2024 199848 8284
208 195328 6559
8279 197809 3957
257 197322 6567
2054 199352 2237
1285 199946 1269
326 199766 9327
488 199809 3859
2055 199901 4
