126148 1
191921 193724 4459
98814 103557 980
50141 144687 3332
188049 190736 2467
78556 133289 6022
155157 157992 9451
104100 126158 7627
160469 177360 9112
81627 133320 7104
89873 154360 5387
160193 169803 5668
124739 199457 1251
180025 180178 6577
5329 147264 7689
155126 155189 6552
156090 192005 7211
121643 163907 6962
167031 170250 5547
98113 168852 5268
12248 155705 6280
164767 196669 6866
31001 143799 2253
68063 102237 9751
5192 43500 6633
118650 188567 2691
45422 140531 4959
142109 162309 7062
150072 189176 8015
103151 133420 2092
50548 137374 8292
35050 162756 2729
35401 123924 6239
20764 57545 550
194455 198323 4595
193730 197834 4397
43117 190475 7074
70618 85099 177
98682 166094 8743
189755 189811 2258
42612 186013 6053
23043 60200 4575
128076 143043 64
79038 168194 2204
48178 159081 1563
175077 196982 5686
149747 165198 8706
104792 104840 1876
80366 96120 408
167396 171542 9872
76657 175937 4867
85625 112211 982
79382 187145 7079
173584 194476 9452
150182 192392 1232
130650 163266 5315
111157 152325 3603
171121 189699 7853
38758 182573 951
79708 104977 8415
52197 52881 239
185078 193873 3928
66971 67031 8699
98861 142728 5841
161826 174691 6816
84946 96007 5960
164412 181882 5429
105597 155075 2296
103862 123849 592
54121 178948 1499
105451 146773 9600
138322 198794 467
167779 192004 1131
98507 114277 580
138565 197861 826
194347 195221 5990
141947 186412 7955
171106 191876 3113
158535 199910 9784
183056 189809 6458
116394 196734 510
51035 52882 1189
170226 181142 496
161729 163408 8715
67336 119894 7941
134457 159995 2422
151977 152940 7007
11293 163363 8729
99167 191204 8485
5708 103096 461
152655 187784 691
191051 192527 1066
32587 177779 5184
82580 104234 114
149190 189214 9535
54909 106478 7908
189554 199153 4266
188720 191352 5728
124228 189065 2876
191743 195376 4806
75552 99270 782
178043 187933 6947
146073 148245 2245
105025 143779 4350
117978 128699 3625
59643 88331 2928
183398 199746 2168
23344 186144 8498
18341 103525 7292
139910 151978 7419
91661 107625 1258
162218 170334 1498
118208 184121 5116
181418 191298 704
90829 117178 7041
105267 186811 6257
134689 175501 6788
61860 66157 3565
123342 162394 4618
183875 186166 4858
165020 196072 2079
58496 188196 676
60331 93908 4787
3755 169202 6055
36511 64739 256
163652 174274 9291
184229 195377 4447
23538 25983 9233
73107 84914 7357
112726 115270 5422
46603 166366 2775
131872 182437 310
9350 77619 5389
187351 189880 5994
170676 170785 2646
100483 144189 7044
30427 72029 1359
70399 194849 1617
181081 185486 7754
40744 109933 7264
65957 99232 37
182527 186224 2667
154610 199652 8424
105298 171546 4532
171315 176750 9491
27662 133149 4513
126343 181514 6727
19389 149822 7066
86823 163031 9251
94395 197695 9266
44057 198448 7441
147740 175856 6948
5960 10361 2370
57454 108413 465
114915 180269 1447
152090 197584 294
154163 182439 7457
33534 63478 6482
106034 116479 9612
180543 195592 8105
47345 69086 2263
127723 175644 9970
185081 193606 1831
131543 134605 9544
168826 170357 4396
34831 87344 8462
32662 95016 2083
9902 103740 3332
10070 11299 2526
67404 72596 9257
110507 111078 4897
97350 182776 6849
40760 139794 398
132787 152711 5993
183296 187689 3875
150767 169798 1912
4645 59871 6130
112745 116291 8665
44731 48586 9344
60318 133171 3238
178448 191706 2658
171129 190693 7078
62774 109737 805
9964 57000 3018
107753 159351 1324
169446 189347 5332
172174 182502 3376
120011 169173 8040
65776 160222 8243
174885 177408 2424
192874 196385 1028
159348 160253 8682
142648 192960 4442
49327 112486 2557
13803 183174 522
146299 177357 8268
188828 195798 8060
163287 178021 1009
196000 196692 8605
48941 188101 7790
16685 65320 9605
108257 135098 504
130166 135071 6844
164690 164983 6356
140395 158176 7815
133503 151577 7734
176081 187695 8313
81960 161888 9927
41296 104245 2008
198872 199778 6167
23132 172644 6062
11989 169274 723
148637 150120 7425
100999 158492 5688
107438 132128 5716
107111 167207 5481
45549 70280 6399
180672 190080 7421
46972 110730 156
169552 173767 8940
96079 128977 4164
110318 165249 2299
149985 152397 4681
104879 144176 6406
2000 118935 1253
126145 190287 8766
26028 151908 4338
102829 149202 7507
177575 180739 9899
148822 154995 994
188917 194807 4099
123619 184203 4514
174968 198341 1396
70115 124247 4316
50920 100997 1642
48605 183254 1401
79472 113895 3105
17790 45607 3376
22596 98101 6908
8385 77691 8976
61025 70957 5512
3938 39381 6923
164457 194845 1616
186734 191445 739
38958 184814 8961
36002 92933 7560
87898 97686 2561
135749 142670 2210
104594 120861 7659
55927 106742 9340
156992 192580 3486
48708 58985 9443
163172 189414 3302
123086 198634 2429
140263 152519 3658
101348 193785 7164
96554 151560 2920
100567 120112 4485
23807 68953 6207
8101 64229 6524
148527 176924 5355
119583 148092 9506
39431 162061 2709
146700 174915 3041
56829 66360 9851
28981 177004 4263
122365 125329 4638
34287 154556 481
98754 108312 9883
97942 149784 8761
162759 181793 5308
110877 116675 4339
22915 54334 2943
60660 107408 5749
118126 137919 8742
41703 86631 4117
24127 141293 8193
137463 187110 9511
175156 189458 6089
153645 186009 8102
84843 171481 9198
164172 184808 7186
129118 158927 6371
81422 184807 8747
106771 128218 2984
137866 186709 7725
92845 102478 5912
143145 181164 8045
95120 141087 804
78378 86887 386
26899 188431 8751
138745 189806 9335
46120 136671 7403
176361 190547 3280
16618 177365 8372
84300 164044 1930
132619 153046 8123
138084 163311 856
147385 181269 1445
148543 154892 8090
136337 197500 9029
36362 133303 7105
34307 96424 8343
44529 52607 4081
127636 186014 7551
135575 191196 1973
44717 113711 2305
1611 31011 4809
55747 179154 3649
118066 159007 8660
155585 199202 2429
113768 156234 7172
159750 197774 954
25115 78304 7694
118609 148761 2349
66042 133252 7446
8208 113902 3850
41229 194261 2652
74176 166182 5921
134991 160168 5623
161025 172933 2599
169785 170640 5030
37898 88027 4628
164116 178412 9268
126315 131982 8251
129693 140796 491
61335 144473 1966
69125 151653 4461
193801 197890 4611
108448 136036 6911
116128 178033 9169
11688 111920 9686
28310 50089 1103
188067 190030 2102
18948 142089 1935
144703 194112 7992
169260 194739 8534
46399 130011 508
140016 188271 4480
121082 192250 9840
129343 166701 305
123723 181119 3215
8441 114136 1742
144761 198303 9580
86044 150032 3694
249 177181 4289
121277 150761 5562
129809 143039 1379
145870 186369 8333
168921 177876 4136
106978 189265 3751
80909 197899 988
65671 197299 1892
173403 177827 5760
13704 47258 1420
12815 67744 1348
108554 145963 5708
37475 72134 4902
36636 181767 6613
75597 155635 282
1042 185751 6227
95809 184696 8476
82487 129758 9057
88352 104879 9717
184473 188862 8602
29838 147060 6234
151198 157712 2675
125870 194766 6234
158215 171778 3927
132335 157554 1481
107587 147580 35
41493 129973 3000
117436 181621 1474
23388 74860 5640
102738 177216 795
107967 196862 3391
97664 160425 1018
99956 155563 8105
143637 150883 1660
10034 52417 4387
76780 143067 6943
73065 165866 9075
74164 94715 2297
165681 196644 1979
24878 80796 1944
14582 69649 2960
129463 136693 2970
131861 197988 550
107003 168886 5885
105238 172305 2926
3184 189587 9464
52416 126967 3730
68802 113886 9675
117741 147625 7424
148439 167763 6405
158345 185061 8949
145998 186630 597
64658 151994 7980
48946 149012 7347
106932 181517 4711
82423 115577 2495
50446 60460 7356
37680 156245 3338
33991 45334 8947
1087 129295 2435
26696 44947 1360
198698 198836 1653
156284 184558 2220
57932 139400 9438
147093 164400 9496
94082 127272 9187
110037 185273 6708
22582 114749 4914
47503 94686 5180
19893 193928 9928
129452 139417 3573
155725 166705 8948
96099 107430 3718
199685 199951 5163
165569 198686 6570
127833 138497 7870
42731 179080 6117
152650 194863 760
162528 168101 4324
157788 196770 1916
172801 199859 794
140309 188605 3166
57427 125633 7864
139076 162843 3696
143396 183064 1708
175107 199896 7872
18764 28813 9293
170002 192058 5216
34948 129664 4790
57560 188528 7621
34722 46099 9393
136437 188796 6180
147833 181209 9685
56413 199814 6090
165868 184892 6083
182010 195131 843
118176 118606 2093
1443 119192 4701
18398 89776 5224
160450 194859 3846
198750 199896 8659
131080 154720 4034
192632 196817 2632
80219 130336 5369
103030 120164 2099
86257 176788 177
8650 25954 4176
66375 131942 9759
129051 190446 170
91220 165706 1060
16539 127761 3008
95033 159572 8853
153106 192892 1738
174128 174245 4394
151306 152786 2941
3714 57657 1227
38083 48295 8986
32427 93831 8872
88832 150737 6558
169106 187076 1161
96725 130711 5573
179876 195913 9621
132544 179583 4816
25731 103670 7654
169279 195397 5161
91182 179925 6076
140470 176406 5364
107769 123057 8176
21959 138938 4664
77291 117335 876
91897 185496 5166
55894 103282 1513
96683 165412 2985
22849 39562 4809
50724 155305 5094
109587 154874 2710
30579 166481 9094
12527 108735 5563
93176 152452 9913
149709 162771 1760
17630 141875 4765
101235 164171 2539
136593 162904 8103
187961 197324 5846
13559 102533 8912
72715 94718 6603
111563 156930 5812
54856 62772 8583
135067 139567 3943
143836 185030 1981
70966 107046 4697
98557 157199 6730
100262 110831 9403
140297 163316 2697
43111 170286 5074
18996 49312 4295
127908 168881 6940
67200 102407 1386
161044 168465 1184
101571 164508 4605
69925 148071 6442
34903 100067 7359
40239 135786 5030
167593 175632 4925
117231 184563 6237
70738 162125 7916
140719 167466 5118
60641 193208 3019
82717 192875 5247
17609 158046 9369
58980 199380 4580
127423 143533 4450
98489 163460 1854
32440 189842 9936
793 191710 9591
40987 61163 4687
133722 138233 6541
174045 192319 6448
88803 152391 9613
105736 123794 1923
124524 136806 1826
139782 188077 6735
69454 128314 5246
185285 191361 2563
174165 176630 1768
122580 126189 3297
146501 197575 5078
142672 146410 6025
76928 96193 588
154345 171337 3252
166171 174509 213
136882 184779 9123
56940 70785 4882
116856 186424 6375
108432 138205 913
185991 188536 7377
166848 192254 8159
182055 188487 764
157196 163286 5857
1999 90354 521
105184 171660 5278
27101 85906 1867
139768 161236 8225
183372 197869 8996
2398 132233 14
29097 80089 6512
115618 159547 8658
17983 35788 6929
13617 61720 3600
114866 188315 9274
58037 95447 9273
7034 186168 3871
81367 125785 5227
34825 54734 6972
63028 100703 1262
168589 196599 6901
159672 170791 1786
85823 87220 5502
70452 121031 5756
55544 196905 2875
50714 101242 795
100254 185635 5963
165901 192733 6902
143075 145638 6336
62919 105596 9280
47459 88626 3506
84528 174482 7710
83887 104779 7637
154352 193937 7055
168189 197150 6199
118503 134336 9357
7896 24190 2655
182047 190949 9156
136254 188711 210
160536 180268 6752
108366 155002 2759
78900 89141 7260
60088 83906 2365
117500 123198 9879
183413 195538 8330
152256 176640 2617
35926 90317 2872
40239 77425 9703
119871 195635 8091
41000 53521 1363
119344 122571 6806
151196 189688 1655
50264 145841 7407
195128 196131 3811
67291 70289 3759
172680 192799 1141
133284 170499 2606
109728 112918 2952
26584 67692 6798
60242 140597 2944
70109 114982 1302
158450 183214 6708
5659 99194 6882
61012 99634 6893
45256 69102 6954
154243 166854 2318
136949 140403 2223
40180 165685 2244
21428 108099 6893
125521 183077 560
170652 181996 4253
83143 95869 6978
159365 190493 4713
184690 199360 4120
116106 135608 7606
3468 134733 5143
79794 144989 5212
153217 194910 9449
14885 118332 4874
10544 162430 8583
16900 106549 6536
16002 192232 7689
181901 188731 8028
8153 189714 7275
34008 68730 6369
96111 152352 2354
168517 189323 6276
117273 138415 9936
101531 160540 4369
129268 198539 6611
106520 182917 2829
91854 132393 1732
50634 85552 3189
26405 67672 4511
54620 101244 3718
170436 185407 222
125618 167050 3838
155245 158481 4075
45564 78928 6163
159021 170818 8533
94261 147724 3475
180339 191214 2626
140167 155065 1708
22692 79570 8854
147496 187712 2348
105727 160177 162
165353 199144 3739
182187 194132 8352
93532 161630 6855
191728 192329 7550
112083 140185 8336
16057 179147 5706
65340 112808 4629
76079 113683 5197
169498 177984 5054
196263 196384 8441
69492 94109 7995
168418 195666 3367
17143 178727 8797
2487 65491 4317
182987 186672 4211
15875 172177 9581
69762 168560 5384
192000 195072 1011
40766 180548 2875
69014 98727 2351
114411 164510 9007
52600 86192 4610
108310 110440 1411
129068 152817 2694
114027 138960 5252
165072 167340 7696
43817 62408 6081
9467 99838 7018
95433 163441 5247
123385 135808 3020
135328 160126 5535
107529 194035 107
179595 180108 1740
97758 145020 9540
62140 75694 8361
142914 192370 5002
172455 178311 8666
160745 161437 2430
118651 193318 6690
99178 184992 2063
97087 109242 9309
198981 199814 6482
63517 67972 4350
81074 145665 5715
149078 179748 2635
21801 139173 8556
185633 191377 6247
67207 88359 3861
115167 199816 1104
129483 158794 6700
116712 155253 7210
175239 181915 5335
191795 192090 3083
114718 136334 3191
66486 185542 6040
198267 199440 7951
88031 106823 336
198853 199158 1574
81970 128380 6264
36540 143657 3929
196962 197028 4599
137729 183145 7140
6624 37089 9826
174588 180685 706
33938 83737 7178
38980 91196 4515
139239 152238 1124
23289 64391 5036
28296 62512 7913
83153 118169 4501
184225 189679 7279
56267 75346 3375
16977 22438 5447
14395 102690 1061
14318 107988 2185
52134 82813 8468
158730 192867 6348
184878 185756 8589
162683 199103 7146
165775 192121 1579
27186 132287 3235
58491 128584 5087
63778 93865 5489
45490 193510 4372
29632 198555 1196
42062 57119 10000
14219 96311 4878
192935 195838 4679
1438 10142 6937
7546 144796 9270
86164 198617 1863
139396 159584 1886
8014 43962 499
48142 92146 2735
154191 198501 6230
98458 179231 823
136024 177624 8212
88472 117044 379
96775 154012 71
182440 199019 1397
16943 57539 1500
5531 98681 7358
134381 153507 6669
190959 197584 6734
111051 113236 4446
39459 134648 6114
50346 103162 284
128095 163578 9196
116650 136230 8178
91023 104935 2065
14104 185563 5342
129492 151936 4095
104468 132179 3284
166251 185803 4701
195403 195608 8208
139669 191785 1927
83653 181637 8033
82044 175325 10
114435 123120 5252
105250 125794 4445
143315 176432 7934
166 115028 7392
191726 194476 3823
19002 162431 7289
70374 96629 4947
167334 182426 748
175862 180712 8874
20922 71387 2570
136814 198821 8618
83534 154117 5790
107927 109495 3
34930 158061 6212
24089 108666 2579
177635 194234 650
150136 180226 235
128565 168574 7179
79150 193737 4370
141936 145751 8873
12183 66119 6775
38537 187417 8491
21489 71463 365
21280 25208 391
16646 19770 5058
143814 154280 5969
149726 161790 624
134637 185870 8565
52211 193238 519
91505 126140 7985
149629 163606 186
52334 53706 8886
69936 159795 2010
8994 112225 6401
124175 135497 4288
114141 116057 6068
177966 188743 8606
175074 198382 3194
25304 183133 9687
125219 159803 9131
88554 131078 6622
26288 169309 9308
89715 130620 189
16597 69431 1963
130974 137960 3462
35574 143147 40
197532 198049 1119
3010 75776 520
38266 81432 9545
81314 100261 9350
141230 161677 4465
48387 62985 5594
102783 178412 5739
76989 108225 911
13275 124803 3259
158266 178641 7791
40524 108624 982
129582 186082 8210
22264 165666 2472
84050 184146 727
155124 172320 1463
102974 116574 1825
25164 112051 1976
36397 151925 3109
1402 196084 3312
131740 176469 5507
188761 192348 2925
118547 179271 5763
33217 150188 9910
103877 107738 2578
128350 143990 3024
68443 164639 1868
140029 150502 3234
198211 199604 636
119580 173144 3515
53682 67329 7442
186857 197422 6722
135884 162908 2356
135800 140824 6318
18547 42640 3752
155482 189317 8439
2098 172685 4640
186444 189413 5453
91561 134382 774
114077 133928 647
61364 127411 8202
193479 198161 5518
7764 11677 7050
177817 188278 9242
172466 177445 2705
129024 149491 5037
103421 108371 6147
173599 175022 9903
128433 129693 4680
61385 98949 7706
149834 197513 5430
46504 130667 3718
161683 165035 1156
37148 191095 6327
155693 192473 8076
133283 194967 8742
185115 198527 7872
92804 186773 3085
106145 121890 1888
139188 169526 6343
72518 181708 7866
125916 128234 70
181228 197380 4851
43445 72456 6918
161599 185317 2069
60740 153210 4402
108698 131789 2442
96626 162849 390
199466 199647 5719
59964 84550 853
161575 193562 4844
165143 178278 2811
33795 50179 5851
9092 71469 3301
180129 198477 1207
18780 95490 7839
45671 170835 5118
41007 99056 3838
52146 108334 282
40333 123862 2351
56004 177661 4260
91900 195971 7824
112624 162227 8474
87205 150127 1005
1566 172190 8034
91600 129889 8846
138580 161898 2095
132257 185831 606
123986 154757 1012
62905 97434 8110
93881 183803 5286
21445 102698 3227
126247 162209 6262
149361 187784 6813
198958 199253 6815
98265 123316 8498
66870 183295 6621
75767 143741 11
27879 126271 4702
88925 177193 6277
73290 104396 7821
41101 93532 9241
35663 69564 7788
106575 110126 6791
123930 130595 2738
53708 192186 5248
183368 195019 7494
123698 170620 3236
154366 157531 8586
30251 167291 3292
140963 172240 1722
84341 138560 1688
98116 116436 1143
175162 199940 9898
46004 134379 6751
122033 142152 4996
84835 130723 1440
37603 139997 8928
73955 115787 2156
20147 118963 2655
66146 184733 4974
72905 158014 7060
19741 56720 4718
32475 68573 6064
108862 183022 3025
70168 110220 8225
62940 179739 8597
88366 135086 6663
107418 111523 6715
177767 184536 9479
6140 74699 6949
129820 166515 4388
181520 196757 6433
186937 195762 3210
130805 154025 1623
48887 104181 4700
76858 178057 5184
125382 178413 256
15557 117814 1783
128959 173338 6377
108477 152782 7508
11573 56867 629
137029 170338 3622
159597 181570 9752
102817 193917 1744
131068 198999 9161
60764 100794 7463
148683 182774 2283
91511 191144 7659
64780 157738 7535
51235 147425 3172
19743 30598 423
52446 111629 5503
37913 83931 4285
15910 134069 8552
129531 172043 8870
187215 197614 7002
158628 190081 6657
100341 137879 421
20667 57666 3588
5105 93082 8623
97705 178188 5416
124580 186547 5086
127428 128409 6227
95789 199419 5124
136227 167511 6406
28670 162512 2732
95124 195380 4249
195216 197328 9363
181007 190533 3748
76264 161586 5978
44862 187240 1918
91034 142691 6156
73147 146770 1627
55629 89491 4907
29878 99265 5473
111740 175555 4767
192471 194289 4156
92547 116676 6113
106987 156483 9971
95773 185476 1508
65874 69519 5833
127153 148180 4278
192483 193047 1128
160294 170411 3382
14861 114298 9691
87176 100073 9061
780 152817 363
19154 77195 8785
58566 173612 2941
112748 143371 7487
178056 192576 41
82239 114381 5465
199559 199770 1373
46004 129767 5529
184921 192723 8211
106240 109274 213
45284 139450 1631
195209 197091 1723
65781 176387 1790
113843 177926 5837
88715 140557 5244
115867 154915 8064
54643 139120 276
69030 138659 5506
97867 114783 2941
63969 125147 2442
119636 154515 6323
113536 180455 8037
151206 189410 8563
5129 164327 5357
81895 186997 9003
45447 83327 60
128642 169669 8417
95710 113903 3554
147565 179655 8146
45531 194913 7443
66340 132640 9005
160556 171777 7588
17323 126315 8961
124086 129772 8871
70263 185929 1669
175313 199119 7636
48286 59331 1830
162699 171094 5786
