50376 73880
120135 169420 3792
193785 193796 3039
193573 195884 6801
147404 171150 3659
87913 186396 5684
182406 186206 7325
132816 173663 4839
83108 159420 2104
158393 175586 2534
177261 184354 3259
45544 117238 6567
12104 172547 5629
98859 118196 5333
176612 189941 763
25309 53123 9327
173094 199868 1408
163358 178393 2706
47634 107404 7876
169699 198178 9667
185184 192422 3128
158089 178677 8577
195082 199161 4544
179230 197496 602
36290 103608 5617
9725 40722 8957
33949 182450 7837
37683 99999 272
190640 197810 6973
90937 96419 2610
31806 91973 7038
184971 184977 7220
50150 143269 4174
69460 173640 723
42707 135398 4121
93006 177726 2009
154741 166296 6815
198316 198886 8740
129826 142140 5432
78423 153581 4662
168275 178318 4971
43095 78946 7695
171349 181822 9146
36917 86196 8248
18157 188538 4866
187952 188997 7554
138005 158835 1970
165026 193614 7389
102341 136661 873
74965 112843 3581
78277 162221 2405
156399 158983 1369
41064 94513 5625
134161 180481 1285
30140 132345 4622
23384 95098 8788
143319 174721 9597
10955 87307 2966
160977 195160 9500
102479 182670 295
47866 168077 1846
41919 111484 3723
90549 188601 4304
196373 197954 20
90328 134654 5385
195082 197629 6150
60475 160977 129
7146 86356 2141
196518 196769 9358
553 44409 2173
183870 198224 9178
47404 164058 6298
96650 142714 2128
36575 167407 2472
178567 194780 5560
124046 177145 7718
195372 198246 6033
94161 144337 4006
29581 78746 6111
186903 195066 1936
95162 154187 2533
41061 164627 8056
76850 103756 6532
1636 168020 4492
164309 166776 5701
142571 173271 9298
23598 92920 6803
59531 176122 8449
52466 105149 3532
147130 164424 9007
87819 135715 7624
170791 191233 8859
83736 89661 747
70393 197254 4028
169618 183395 9848
109102 171887 1593
147454 151194 374
50530 96641 3097
132459 185638 8583
132912 197516 4126
45415 95791 8550
113837 143758 7662
132166 184548 9137
96023 170331 1778
46770 193542 8408
78409 176171 6546
7809 94464 292
97747 159136 7280
113008 142604 7931
70501 152317 2611
5103 187921 8498
192829 196658 1559
61038 99683 83
162700 173530 915
109258 159309 3138
153463 162027 2107
174453 176560 106
16948 190869 727
154016 189362 1694
148876 175543 9971
136059 155964 2300
133779 162218 4745
12556 199026 244
6786 75200 1067
96111 127929 4457
50885 64323 7445
39554 182475 4022
86674 98312 8530
137937 149947 4021
35108 188800 4637
154057 175068 5692
191545 195030 2107
5951 191442 5689
90413 99092 8695
112717 195076 1951
128029 169874 4830
120518 197354 4881
126799 148553 4668
41148 117512 7567
123254 186036 6294
108233 161755 3054
159774 184342 8696
98302 177791 4540
147908 152791 6098
136464 179814 5460
24490 25101 4415
16116 26932 2878
106187 113375 2838
176911 185538 427
171323 174327 5717
19368 49623 4239
177736 199448 4041
175064 175919 7295
53778 156052 2930
77592 145992 5277
169233 183044 4679
169046 169906 146
181898 185470 438
33882 121653 6971
114816 141264 6159
141295 145247 8775
44750 97364 977
139743 184999 3423
78880 115569 1460
50435 105288 134
26544 168889 5576
155360 188720 2388
189843 193293 7358
130001 173258 7933
171816 178208 4485
85965 134853 7111
185786 188572 8920
193795 198583 7676
135957 171793 8822
44189 181431 3580
170393 184623 65
91821 152693 4534
2854 89120 2251
177180 177915 2584
42794 184629 8622
162966 174675 1669
118067 131410 4858
102944 131000 3734
60001 151331 548
81193 154782 7524
167712 177967 8284
130399 135962 2981
60036 60238 6448
182164 187349 6149
102844 191989 9088
67988 69307 8118
92319 98692 5201
38192 49854 2634
11090 20126 9605
111844 182468 5456
52209 144213 3834
60186 190253 9342
60153 106756 2434
102606 186997 9166
61380 143459 8563
109694 154856 9932
67457 117015 6208
176028 193148 2414
144138 168761 279
133389 177429 2852
23288 39724 5308
74361 105264 6594
33012 124913 2917
50611 111619 1275
194788 197185 2263
183541 199223 4304
152796 185886 7185
160053 179750 8522
99848 193817 3848
26401 111753 2068
152572 164931 3763
66458 117277 2012
31638 106180 7399
41866 139798 4459
99230 169394 7892
164669 177536 2962
59317 83971 3570
110139 122860 8023
37962 123339 662
165334 177338 8432
29004 143301 9609
29797 151398 8928
199878 199945 5564
132169 136018 5680
124653 144464 7572
77315 87880 9935
151006 179365 6747
36162 37549 7692
140065 192774 2378
157710 181441 5155
188041 188618 3841
41853 102859 8214
91899 115278 9338
165594 165813 9262
166200 166955 637
164727 186772 5538
15298 172998 5988
89982 150742 3111
6728 72504 3105
171220 188721 6184
150856 195434 7086
100326 142455 2056
107122 159104 7509
147993 198516 3525
84761 197630 2961
146213 160064 5935
176651 196315 3061
170015 190773 1337
19806 56346 7340
134092 195784 7407
131274 183077 5712
112170 120005 8233
139139 193019 6350
42093 133400 317
167630 195857 3290
172600 187953 9500
4809 109809 9998
7915 120897 390
156883 176376 8792
149980 170471 9567
92936 136842 9109
155296 178605 1078
153518 165862 5784
25392 180119 7363
79433 113159 2400
115564 183068 3537
100589 179736 3385
118082 197500 3659
117610 155504 4272
21693 70873 6092
173141 180158 2125
112721 119526 5202
30400 69882 5532
150007 178981 7218
169303 190799 301
18453 191379 769
59735 116820 8476
113867 140511 4481
85787 162410 4755
10602 198422 3227
39509 186492 462
59299 151244 7180
132591 176779 9295
170974 191734 3891
103074 111410 7859
76855 138211 5753
133629 170959 7332
173043 193832 5202
42162 64170 8640
70922 186796 9731
140036 176524 9450
135981 181002 2756
124330 140420 5088
27277 179457 7208
127683 134108 812
4455 152953 4714
92453 184536 1118
64429 83723 889
26783 63784 9577
30390 173214 5079
120991 136659 8797
151174 153369 6143
163345 184671 2950
191544 197888 8565
63120 114705 3603
527 104277 882
140897 188338 2440
88273 191792 959
99023 120964 2279
130841 146191 7634
94137 170796 3052
108082 168812 4647
58347 98613 8313
137425 140417 5104
52686 179336 2241
48529 187663 4352
45133 154794 2024
61207 108218 2948
177826 193357 4938
37473 116123 7634
62106 137261 9883
91177 127206 4727
8821 170459 9807
173411 194291 603
170319 172222 8171
152041 158335 1559
165898 191651 4827
19426 172172 4875
18296 101058 3349
177399 188573 8152
127452 143392 2254
136878 142189 1109
95812 174460 8555
110122 173462 2384
100624 161417 1626
86466 174154 9874
59115 138475 8721
7971 61491 8313
185704 190409 5432
64783 164502 4128
143756 197111 6914
73691 151285 4065
45901 158140 1602
91052 102518 349
172244 199509 9851
197550 198010 1690
129364 152025 9144
169212 186031 7647
6893 152848 2797
67493 188679 9244
13973 31434 7629
42765 57976 3469
128260 128309 7918
184589 187398 8592
197164 197484 4489
31179 79613 7957
133188 137976 7430
192866 199025 5701
84782 110667 8807
144353 156964 6038
56681 115863 3332
147004 191652 4894
180575 186396 1863
29871 57190 9349
13422 58053 5096
103769 137448 8896
127522 191571 2603
45512 197676 6042
76563 106039 6392
44030 100182 8438
73780 140669 4700
81155 104946 5890
79061 85348 654
119888 153283 1086
63502 66289 932
176179 196559 4061
97060 198537 9350
15400 128925 3563
142234 168147 1411
76298 107211 816
48283 168518 7283
15644 56900 5107
87219 155797 1564
4454 160215 5394
154549 173688 5337
39673 73394 5136
194168 197657 3159
114864 129137 1072
62963 173628 9794
67221 189199 2914
151289 183834 6111
146710 180315 2267
64754 118221 2603
129903 198957 2697
81756 132750 4068
194071 198946 8455
118708 126496 8950
101779 146271 6414
184210 186428 9112
75096 173098 5788
79290 129537 4136
17095 59206 9449
9564 33115 7284
158499 191565 5063
92712 132654 6138
111321 130289 5529
61284 104549 1842
37995 189383 5096
176871 196224 7050
136306 158685 3473
115079 180167 2322
48344 116415 6707
62623 84348 1497
20849 110725 5224
33600 169183 8855
123282 199266 3825
86770 181653 4220
49905 165699 5687
133977 192594 6713
50339 143085 9695
192664 197404 1374
61214 195529 6620
62584 150861 900
45816 153223 4795
29066 112871 4939
103840 116784 6923
58475 152520 2309
153933 197610 7756
177264 188263 4244
103291 187223 1802
67997 149254 6210
115523 160725 3641
1475 184331 2575
95707 149242 306
160781 168790 9504
173232 193522 9326
130852 176132 3574
169051 198088 9027
8625 82711 7980
66718 83096 3821
126291 133776 8101
18498 59977 4270
89021 110399 8405
96118 109517 713
127357 192130 9135
166781 199886 9755
32312 48095 6799
107510 157652 8315
100389 126867 2072
59494 150008 7203
2084 155310 2896
2091 181140 7967
116699 143815 1722
49440 123419 5381
129334 145047 6724
85902 111516 7621
142224 197285 9890
96986 161332 9299
133563 178392 2987
159649 170509 3171
181696 196368 7090
119722 148521 7252
171937 186865 663
197008 198960 7391
69446 157056 8911
92211 188455 7618
90061 168771 273
66601 189298 8056
198690 199881 8226
174269 180501 3547
144816 167941 2131
17495 57013 6956
101744 140400 185
52919 112249 4658
19725 47405 2125
157985 177639 1697
44076 123345 5237
105495 154658 6060
52506 180911 4643
107392 174317 287
12218 145520 6076
90914 97977 2262
104018 126718 267
129385 175071 7633
48000 91158 4022
125202 181200 844
175965 179713 2033
112616 122049 5226
183580 198347 1602
39449 61652 849
43218 179436 1605
163041 174356 5532
74594 175059 6225
186809 198426 381
167025 184102 3529
82327 165342 976
24616 54306 3879
93506 188918 6024
133126 167023 6246
91679 117564 5219
19711 104990 3423
110511 171933 6753
179625 183337 7494
106293 159690 966
96342 131301 917
9382 151854 7963
41410 190488 6553
147810 157480 8939
143494 199613 2460
26261 182125 9996
27810 128775 5203
125861 131190 9245
132896 157553 1672
109649 123515 6959
80987 85475 8074
10033 151695 6758
88053 119914 9411
24736 83436 7265
56359 125731 9658
39860 168863 9048
88409 156115 3882
174981 187299 8454
178853 199346 2739
137016 170481 8087
80436 192257 3215
189190 195999 8467
9197 93296 5239
154898 160712 7531
184753 189032 967
166755 173027 1204
83424 150147 3855
10202 146548 6321
70900 72705 3516
181790 196593 5285
104688 142315 1093
137865 156100 5401
109982 160017 9418
188449 191998 1883
79834 96944 6377
62767 136487 4472
160000 162800 4659
79384 187121 6218
58421 130617 5743
58005 88715 6645
33872 35626 7692
150261 177355 3662
18308 36176 7725
147427 180049 269
157824 160200 9664
112737 185225 5349
31244 186420 335
132518 188842 1905
160824 162658 1659
112273 185635 1089
78278 120932 5861
115685 166803 7973
35864 52857 3838
178231 198219 520
176825 182131 8114
128136 175038 4353
38047 119844 8432
73467 187629 7478
91929 126848 3852
26246 50415 6497
89567 153603 4649
114715 159177 1160
5426 139488 3089
177381 195147 6071
61230 130267 38
189649 198618 4753
31298 38936 222
134990 186404 6182
156567 156991 8394
112818 147055 7542
111846 192195 2759
38300 157956 967
159344 160289 3641
23533 65330 4388
52059 182572 149
103908 121810 6182
81369 96814 6733
56674 180438 6007
119050 178280 7553
85987 123894 8964
175805 186148 324
120427 190204 370
72551 152896 7788
136059 148429 2836
146294 160401 5662
149878 188175 4972
154871 199279 5032
136230 142652 6176
92933 166790 8065
120518 184185 1855
23529 140388 2334
182854 196420 6724
49730 119535 4278
12393 121743 8217
63111 168123 3480
120164 142535 9135
153044 190963 8299
167457 188350 2109
9087 186486 1430
78522 119176 3319
56912 76549 2897
134834 176934 7745
142013 159407 4844
51230 177936 708
177637 184758 6270
152924 183983 7007
81908 128448 6128
24649 69684 2
104854 199910 1963
70369 99614 7111
184926 188103 5183
111602 197416 4001
80050 141354 9525
64472 191325 121
28917 157789 4806
144085 167597 5095
162568 189324 2989
138579 188348 9645
196467 196494 1195
118171 190675 7754
91475 99177 8746
47056 187405 7374
160316 192206 884
180376 192468 7256
193472 197231 659
7248 156777 9928
118379 146418 8940
158502 191933 5986
134575 176000 1992
138199 149595 3839
100246 144969 5603
42770 164080 3306
128630 182668 3017
189317 198360 7594
2703 143847 7245
49207 150576 5995
93987 149541 4203
182556 189498 5713
44908 113423 1168
126320 179177 8976
162089 178620 5448
91963 192629 2341
56880 91441 4409
13470 115711 9785
61760 169264 574
174622 177975 8871
88517 163769 8694
6413 118805 5099
151485 177890 8717
1536 18154 3165
1456 183925 3946
53399 152351 1406
38630 68832 8651
46995 159502 435
53868 137026 9150
67646 69524 5103
151406 171433 2433
172526 196139 7141
199860 199922 9980
83889 132657 9806
68341 147205 6509
100714 185703 968
18428 56332 9957
139510 159466 3008
86830 93658 5329
186658 190001 1920
89950 110281 9114
40681 190501 2332
48286 70003 673
82500 91917 2682
115013 139471 8709
194140 197501 7248
83163 83689 9238
151693 151729 4321
144290 198348 1327
118589 159972 8427
75863 138714 9759
73086 159089 8379
89389 192851 7017
179598 189489 737
72684 87419 9197
171908 173089 1739
175099 195670 822
15900 171107 6685
60331 85668 4708
1240 53947 590
146788 179269 5068
13952 117356 4312
113503 126992 3455
18141 56384 3249
99143 131638 2713
31319 146682 533
7196 76109 7755
101036 109691 135
181933 187649 3898
82255 187970 1944
148413 163685 2633
139299 143875 6790
112649 173439 6676
41183 152495 3096
173185 190492 3758
31779 42301 664
91874 102774 7245
27088 51665 4898
180352 187380 6324
4101 177969 4636
150557 176843 5266
166370 189208 7927
152213 160288 5545
140180 142953 8805
41970 163741 848
123779 165422 5130
34181 190488 4269
164693 179384 1592
24879 130311 5517
190530 198828 7989
169756 171099 4710
71316 80256 5776
122910 181938 2767
69049 85155 9572
57915 115578 6622
30684 194836 1195
81326 183983 3393
166370 174672 6230
123884 136606 2705
174052 188874 3708
135125 189723 1844
80135 109323 1058
1174 186309 1217
73920 114538 8409
74869 160951 5530
191979 197113 4285
120088 198860 1732
14956 159404 1869
185974 194430 4282
69470 178738 1286
160077 190821 5299
155438 198810 7845
10310 22549 4144
26070 71709 29
38716 191637 9115
88133 171888 1221
35075 61463 6348
85186 108900 2901
179637 195619 45
195396 196096 7170
179898 186014 9649
69523 87734 7816
60725 131251 4288
104747 192878 5928
114131 130255 4214
115809 170043 769
163584 170366 4316
173201 195357 5859
135438 158683 1046
74644 190129 7010
85928 111873 6415
149347 187674 2055
192562 193198 738
27623 39030 6158
179695 183947 1898
47680 189767 6571
14222 115061 5500
128749 169414 1821
198995 199054 6498
156456 160327 3848
74586 101252 4587
180679 184274 2941
126886 189142 5890
172233 187321 8317
1838 178988 5740
40552 159823 5741
95605 115209 5573
96656 119574 7276
77942 179876 2268
90843 187783 4451
61815 192826 2638
186747 196593 8091
44498 55679 833
192098 198497 1205
182330 192233 9762
162783 179213 6294
111471 196877 7857
170947 180132 2737
8868 126817 2187
23314 54299 5466
6622 93465 2360
175404 189296 7976
92655 157989 5221
74160 135083 3289
160905 169725 1188
20651 58465 2396
34675 192664 6835
43107 73848 9579
77963 98677 1658
127522 163934 2984
136283 198990 4409
188906 189879 9129
42209 59679 4912
87763 183201 1958
74855 102182 5968
22794 78208 9186
127751 178661 6867
102391 147029 1240
124197 161852 4136
177766 190773 2472
161071 177084 9185
183739 185065 1218
16529 111641 9535
88218 177716 2018
43603 116331 846
3524 127781 8509
106737 172578 8013
103534 158056 8522
15375 164766 3857
194041 194174 6483
18940 74558 7610
181338 189180 3630
145700 184709 9509
150769 170242 647
134301 142752 5860
121301 126780 4657
79631 110634 6811
120740 122436 8333
99051 157244 5340
144242 183696 8169
44505 113041 3716
116369 170655 396
139085 178089 2055
107841 187245 2401
14282 180179 5130
104196 193225 3425
124600 191578 6752
110308 144853 9382
195193 199393 9030
8640 134694 1837
190305 195890 1010
77100 89768 2251
129250 178696 9225
191930 194909 1060
115891 166576 5824
104974 185730 6408
15812 162003 5526
157556 173338 5166
102971 163918 3472
112836 171096 3365
73603 109456 9828
147716 184397 2824
135281 153965 6505
16951 171630 3809
75895 129011 1599
58509 128963 9202
112815 143618 3179
110044 167070 8063
107455 186244 3669
173639 193992 6160
100340 149113 7525
119468 189402 8598
12203 24669 9531
43572 68398 9755
8818 60035 2830
138752 145420 4798
111563 192487 3032
70036 173395 2271
117197 130407 4751
106884 181111 1704
174254 178626 7430
34409 46326 3757
58162 99285 1845
75913 107807 4517
169242 174948 7382
96559 175564 120
66019 170067 1602
104084 191353 2651
14948 57525 8299
124521 152021 2938
196009 199664 1963
39335 138858 2661
96392 102247 6540
175230 183873 9327
195491 198238 9321
50024 97719 8978
121391 161549 9045
57475 129861 9542
14270 120451 666
129811 165684 7844
59901 164385 7940
51828 116503 7589
83749 152517 6143
141720 155033 4352
11725 150140 7534
142769 195609 1172
133368 173019 9965
91402 148131 1954
170525 186299 8378
165256 199649 751
26034 163956 9887
4723 57787 2488
134110 175558 1794
121547 126861 5878
93898 112140 192
84305 144476 1476
189833 194537 5111
15320 133439 5278
55278 161153 9044
153857 196648 7517
17239 93961 2556
105204 108035 2848
94200 148139 8030
135118 169407 9805
69186 146810 6152
68401 77378 775
170986 196083 6825
1043 191804 8578
164286 192382 5223
134774 138913 3573
51902 166531 2977
26367 128862 9070
97178 181380 8663
95403 121234 6300
67972 87374 3929
172778 193463 1449
38912 95211 1261
60586 163678 759
49915 132164 2741
96331 125750 6477
161967 191745 1120
96279 112968 6849
129290 151551 7343
106706 138490 4087
2905 25677 9515
108145 161446 3866
88015 116359 9764
67137 193638 330
129277 129933 93
31359 182813 8503
194378 196036 8678
47964 148527 5581
124328 175917 4842
145609 166935 7024
6568 59807 5353
41774 50689 3002
104798 128556 6905
136033 181645 8755
36425 194650 5737
183406 197637 4623
77710 181545 2133
131590 145649 5102
3817 38445 4513
2035 89059 4591
151369 197392 1407
105282 114205 4710
41638 127668 8755
179721 182381 3600
128458 135869 777
84948 113433 8388
24865 51603 3092
104474 194603 925
179807 183196 5274
141533 152798 5477
166313 196098 4415
167178 171359 403
97815 149674 3983
30519 61524 9704
5239 157654 8784
154891 155374 7878
91545 174717 6086
147870 163411 754
31782 90322 8968
94860 98316 4507
17453 134474 7171
54345 101580 1435
109711 187056 9117
159889 178936 7038
165296 184509 4813
85335 155719 1776
88706 143192 8393
89602 127349 2491
43908 185317 4544
69341 116388 5393
122124 161743 3336
105370 144048 4070
30704 76484 6507
69990 138738 3794
85916 108525 6733
168511 188535 9478
195754 196607 4417
20152 93168 1916
94620 177574 7324
5148 121832 1172
30824 140474 169
136083 199443 5883
109873 147732 9599
137840 182051 6590
70225 109328 2368
61866 199665 64
2611 116646 6755
17031 90784 7784
142042 176650 1028
140912 189014 3679
163244 181537 202
59538 172491 6360
67923 116265 9065
88507 149221 4288
91336 97552 8537
88117 89498 1447
38085 194715 2054
118858 160878 2896
96808 173311 5066
164533 184628 8581
197138 197398 4375
16836 103736 7918
11010 35579 2537
94830 173622 5956
89409 101674 8059
119561 143335 2736
104601 115206 5528
5614 87120 3338
114058 136269 4469
812 122928 5534
103116 133057 8844
32343 144163 5249
30303 158888 5196
133241 170797 6276
146452 179317 4096
109991 140573 3720
645 47857 7965
57267 153773 1043
161268 190309 96
18790 145749 6705
55311 81493 9654
197333 199116 6558
91299 100995 8077
19765 81766 2259
160753 165506 8603
112848 148775 8847
106750 140930 2542
141344 145787 3720
80023 160054 6163
14009 103461 6401
12700 38064 4218
98823 149091 9838
97060 154043 6938
56179 161547 1558
136872 152156 4353
114514 158641 7000
113016 127394 7903
30882 139395 8721
94951 108192 899
48100 170926 876
71319 175633 2101
125151 169094 8810
158986 168908 3861
40941 170369 7316
154949 158537 324
85436 152914 4543
32897 53370 2449
20675 71927 9503
169822 173223 8982
26866 58302 10000
191225 191516 6548
145235 147853 1792
87722 147872 7869
134126 162968 4688
151819 177354 5216
79310 144459 796
58145 100528 842
75889 97637 3352
31111 128928 6810
773 134528 6046
11585 171063 3381
130825 180311 8470
172149 195020 1803
67612 102718 8212
62474 93697 2410
188783 199153 9992
166490 178392 1057
42397 51093 5778
47500 165224 3607
161037 178263 6211
146603 188663 5374
26138 132584 8972
135729 142601 4049
1796 84039 4977
24700 141722 4469
126481 193363 4157
133980 165380 6031
39910 161013 1196
127242 132084 8034
37587 188797 7333
164331 194704 9180
104787 154942 1543
65229 135311 753
7800 128199 4837
103286 140641 1527
123935 167455 7620
81858 101181 5363
41820 137691 2467
48277 175253 8420
13780 30903 3260
93066 195747 1295
176162 192652 9659
154749 172980 6122
152011 193339 8236
21597 61412 7117
108868 172043 4985
72340 81777 661
48268 191841 7956
89843 160035 234
154726 188094 3218
172511 185404 9140
41030 196408 872
8660 42037 521
97005 181868 7690
44333 118131 6682
705 2940 6498
188438 190857 6846
137760 139592 4749
133653 192461 7839
8576 64036 7996
153892 184157 8371
160223 189341 3161
110234 174439 9310
156405 163831 7432
10233 35746 4518
132752 198455 3360
171941 190433 1142
25143 34172 4506
173846 182314 9831
67775 147230 3177
74083 91254 987
115406 195417 1898
163381 181135 4748
40296 79376 8013
104306 149071 6948
170679 195492 9077
181956 191206 7150
67631 156116 188
116813 144002 6173
185472 186767 1386
490 49569 1531
98514 182683 5528
75213 172475 2917
9079 70566 6368
169897 196314 7989
73348 184771 3879
6635 175124 3407
167827 189512 4797
70529 106315 5743
190818 197781 867
1978 72024 6291
53332 118764 2046
31303 123054 5141
91040 94207 5691
51209 189430 6476
28115 115354 2355
130250 156507 7619
86429 89432 8482
187902 190840 6121
155437 190181 4546
97664 148152 2027
185541 196394 5357
69967 83752 5870
47871 195483 6274
96057 142804 7457
52378 166177 2135
7519 91578 979
90113 145087 3519
97998 187238 2416
68881 69404 2094
19874 136297 6305
20216 63294 8315
21098 34841 1749
143242 196865 5045
190045 192671 298
91473 102850 1961
167012 170178 7249
182975 193418 674
117928 183241 5440
39557 44310 754
29839 32566 857
122688 187570 5791
154701 157928 1275
101232 105300 1090
19083 78571 6711
199423 199475 7244
91817 163086 5078
129890 155153 3897
64533 114629 280
128209 128637 4298
128813 134750 2944
59968 74691 6733
171515 182171 1951
59955 128400 8287
114066 182590 6494
21377 73107 6596
176852 193710 559
159026 190082 6710
103819 158293 5861
171597 179220 7293
115187 170941 9170
111074 154011 7261
195529 198764 7090
100359 122713 7878
199151 199903 1782
95409 113560 7288
71726 183221 4004
150860 178402 4965
123681 139479 1437
117326 152147 6427
157730 196483 1038
17911 30374 7201
149567 173081 3850
178103 192325 3490
18568 79229 1288
182177 193024 1336
109295 190639 6473
9247 109247 1307
169565 171012 5453
32052 189188 5817
135408 186007 9446
190777 198061 5720
199076 199324 5004
11476 102452 7417
180860 192177 8371
18800 107947 4015
55014 132171 1353
114922 189449 5793
70818 186329 5876
126379 148404 2524
193467 197788 876
48892 106870 1068
86047 101167 7332
36936 105855 4827
79430 83554 9023
74122 135857 59
77274 148945 8544
134177 170689 9313
138149 155308 2353
162277 177103 9187
187037 192438 9353
50902 136574 3875
105186 173829 9976
189806 198494 6251
96295 172095 4084
2379 57669 5499
86753 179579 1577
20181 67081 9729
99775 120736 3692
7537 49029 3880
161789 176263 9599
56703 181465 388
139302 194187 1756
10698 156719 9100
170317 174814 1372
162486 191076 777
92741 175935 6327
71039 100709 6798
26135 61816 7377
42038 199966 9512
162108 176807 9618
173316 175269 3831
187016 192376 4279
157806 177321 4174
193998 198098 4695
138004 190982 9448
32854 110938 1815
175536 182203 7339
189061 193475 7650
150 154834 2096
140251 196195 8803
66884 82952 2595
140178 188861 2310
179338 180600 8600
155587 184150 6894
174340 193523 5759
184154 189559 7191
140805 177781 2874
2216 96827 6734
159874 191240 2075
94135 182196 254
23325 123570 4467
65018 115987 8815
17785 148045 3352
118840 122917 9994
190762 191390 2182
73723 91117 8896
15255 192831 7914
20033 73226 876
25823 186706 9771
89057 198693 9893
106578 149472 8393
94664 157375 4585
106706 114953 8170
55271 188507 5574
107225 164942 5714
58884 144212 3402
157649 166293 6210
153322 198838 1613
135445 147142 8692
21316 50314 9309
60774 190263 3158
146683 175633 6874
131317 162778 6373
24267 186827 6338
151532 152586 5964
146163 155326 2224
145208 145725 6605
185824 187801 6449
148545 157566 6111
184270 191973 9719
166650 192117 8920
41000 69254 5537
191175 197652 9516
79614 134852 2058
137492 142398 9303
2821 117378 337
175261 180118 5335
22258 199074 872
103086 133914 5005
138909 154465 1169
122175 190642 5126
157679 164540 8918
29424 151161 7476
2427 154635 1239
40874 50587 4738
41303 157094 3993
150446 164887 9176
138563 160527 3149
197697 198130 2139
86948 167624 7854
41014 81356 6296
183315 186233 8943
161663 163304 9138
110805 117288 564
148866 165890 9002
69739 157856 4656
177166 187724 6398
165748 182381 5982
197919 199536 6790
60937 63242 5444
147635 190988 1498
