49968 49170
691 199228 6556
14290 199425 3474
234 197828 639
280 198487 9161
557 199782 4300
617 195476 896
4493 198832 8841
2546 196941 9644
500 195438 5783
1096 197365 2802
1254 192844 7854
2469 194509 1702
5546 194302 9596
1487 194093 2402
709 199558 4026
972 199444 4522
435 197268 2304
2568 199881 9838
5652 198728 75
230 197461 9552
4568 199968 141
1506 199025 1784
700 199544 5797
410 199702 5956
351 190221 6927
1908 197900 8373
823 199500 9421
1859 197001 3175
1870 193417 9543
1871 196580 7712
4243 198063 768
3269 199766 5291
1237 197107 8650
6537 194018 4997
106 198575 5340
1950 199836 8217
1356 199644 9969
340 197773 24
1159 195723 2755
1852 199751 7469
2792 197069 8568
5931 197684 1775
1304 199771 5661
1682 196691 1110
4893 199538 1041
827 199603 1346
5822 199374 260
322 197711 728
6632 198677 1265
345 197686 2783
1545 199878 5960
1861 194557 4316
1289 196583 3536
82 199147 4186
479 198662 7083
4588 197315 3469
2777 195902 2091
1557 194866 8535
147 194220 4197
518 199032 1450
5578 197955 611
3469 197191 6977
4702 198875 9775
4241 198990 601
2148 196055 6909
261 199994 5732
3366 195782 169
865 199076 3472
3240 199132 5586
2507 194758 532
3584 197631 7478
3529 197676 6476
3457 199900 15
3695 199438 2406
831 198867 4861
1108 197836 5485
882 199951 1988
34 198271 5252
2542 198062 4872
629 199196 1318
8455 199298 2855
7928 199994 8108
4825 199270 7206
2446 198126 9423
2564 197212 5248
1155 199754 4783
1277 196608 1995
1400 195583 6836
384 199410 2476
6378 194006 4948
806 198381 2477
2401 198986 6229
603 199861 7532
1113 199758 4373
2257 198270 791
1119 194442 8742
694 196222 5942
1442 198673 4367
530 198430 5880
1205 197102 4623
640 199389 4449
502 198271 1427
3437 198489 6338
2249 199785 7420
1286 198837 4379
1822 198820 9257
589 192127 1230
370 199550 4907
6104 199729 9524
390 199079 4458
1185 198790 4388
1348 199925 5427
5204 199621 4098
880 197376 6676
452 197110 5318
812 199299 2345
9130 198652 2397
1052 194989 9608
608 199770 9956
904 196322 1531
2189 198738 1314
374 197592 2477
68 198857 439
850 196395 5303
489 198484 7267
2368 199312 5964
5103 198354 9592
706 199155 3699
857 199858 6515
1635 199490 2724
739 198797 776
715 197065 7605
834 197218 8685
561 199715 9110
11 199081 8488
598 199385 6858
148 197261 7244
1196 194990 984
1296 198042 8000
1137 199776 3313
1471 199382 33
2767 190388 5651
819 199155 6666
352 199393 5359
4075 196480 2530
120 195811 4071
129 198769 9174
1111 198856 5515
959 197777 8936
4630 199514 1732
3096 199663 118
1225 199090 4833
839 199925 5550
1128 194874 2321
2082 199773 6146
1361 197851 7217
2627 198727 1335
363 199264 3927
321 196758 1107
418 199508 3951
1324 199648 9686
1214 199503 2933
784 199182 4713
27 199982 9826
202 199590 5702
1633 199055 1099
1904 198370 9175
34 199609 1944
3229 194289 8178
2658 197254 6817
3400 197968 564
191 198804 1678
2761 199345 2572
3210 199417 8784
480 199462 5770
2142 199465 9338
612 196227 8216
2758 199943 2021
1788 199008 152
870 199391 8500
7319 196456 9183
5090 199383 7219
6752 198276 5058
2800 199336 3782
1623 198041 6543
436 192889 4496
1993 198020 8606
3608 199796 1634
1999 199032 1240
743 197202 3941
2643 198838 6007
6788 199743 9050
3931 199860 223
889 194800 3393
1999 199954 6956
2613 194509 247
756 199244 3772
2998 195857 7972
190 197805 2815
6741 199254 485
8864 199738 7694
25 199564 22
4460 194680 2728
1098 196027 8979
2295 199986 2707
191 199429 3311
1337 199652 1842
1834 196736 9621
1914 198819 6531
134 198665 2639
110 197357 1115
108 199118 1508
2476 199051 8453
72 198718 1158
3188 198535 8119
795 196873 3003
153 195119 7349
156 199173 3226
1455 197162 4779
1438 197955 5626
16707 198393 9670
33 198112 2934
3307 199955 52
2552 199131 5236
2533 197578 2540
718 199461 5880
558 198615 7935
2201 199115 8051
671 199966 9088
2630 199680 9712
735 193373 3489
2443 195966 545
112 199691 9310
4216 199854 5782
282 199894 526
290 198860 5438
6789 196130 7449
1041 193541 6786
4395 197497 5668
2820 199794 575
8967 199750 9171
862 199634 5732
629 197096 4432
5393 199956 3995
218 199979 2311
1907 198812 3532
1667 192723 9461
519 198487 3263
5432 199923 7793
1732 192452 1936
3321 196864 9498
6091 195740 3065
641 197520 6290
2763 197358 5867
3398 197107 8042
1734 198832 8542
2528 198729 6367
3875 199539 4538
252 197024 548
3963 198184 7254
815 197781 3569
1906 198093 2592
2169 197333 3755
343 197979 2060
806 199983 4405
2024 193587 161
1459 193756 7878
64 199081 3297
3440 199346 907
2113 197655 4536
5180 199185 5759
2695 196257 2680
350 193917 5000
608 199655 5396
3953 198239 2677
1595 199113 8074
1942 199805 7030
4517 195872 9652
2540 199951 908
232 198981 8674
312 195140 1138
1920 199197 337
1943 199422 2682
1237 199949 3391
340 191483 1963
1599 199637 5699
4319 197082 9882
594 198963 4535
44 198881 6807
1677 198337 3480
592 198940 9563
2528 198540 4096
325 198947 2255
4001 199125 8562
3616 199105 4127
97 197241 6231
1716 199897 432
1822 199711 2104
286 198390 5598
1388 198959 3755
3307 197196 6586
2167 199530 7522
242 199527 8387
1187 198186 3233
1921 197464 2163
47 199733 4559
382 198287 620
8476 199680 3824
5137 197516 659
2344 199838 689
1601 197261 3949
1796 199743 1156
50 199383 7352
2371 199651 6893
89 199500 4059
1690 199725 9981
404 199614 5825
2343 199794 110
4859 196987 4435
907 197318 5695
232 199355 6004
229 194198 817
1412 195915 2850
667 199537 7121
3313 190974 2411
3303 198567 8408
811 199887 6140
383 199771 3009
529 196601 1249
488 199515 553
886 194749 9688
2694 189545 1068
711 196936 5303
2919 198168 2350
5813 199910 9217
533 198551 7305
607 197277 8627
1279 198977 8149
5801 198452 3556
9 198904 1837
2628 198578 5693
5365 199235 2544
1817 195387 4918
1059 198372 1605
958 199031 7939
5024 199864 5060
612 198504 8142
270 199495 2658
241 199058 3380
328 197635 3308
1110 196224 7701
1330 199532 1334
998 199834 6391
426 196171 3381
304 198189 1787
633 198785 1658
1910 198602 8003
103 198456 9313
2859 198923 419
1031 198367 3818
1165 197299 3094
5235 198141 4230
5174 199108 7443
2421 199640 4421
2462 198876 1425
309 191187 2990
1992 198407 967
3764 199871 8800
3616 198815 7864
4310 195911 247
3119 197181 9646
6482 196819 9521
1561 199638 6181
5019 193226 8755
3283 199291 9177
571 196787 5110
1039 197760 9411
2534 196746 2695
1306 198084 5649
244 199905 5438
71 198648 8885
3188 198209 9278
392 197867 8896
7310 199287 6957
1511 197461 2271
615 198823 5412
324 196592 7301
3735 199954 8762
1895 196368 1305
1757 199743 125
4351 196965 9138
1049 195895 1538
3664 198554 130
2998 197531 8975
2067 199735 6896
3400 199467 4933
1434 197307 1816
3770 196477 3138
1613 197690 4823
300 199150 4038
397 197321 2035
1312 198254 8132
920 198277 4248
1258 197903 3181
78 197107 9769
843 199463 8089
1199 199958 646
961 193818 3670
724 194793 6985
826 199089 2949
1397 199583 6918
643 198280 8033
512 198685 3795
922 199588 4066
1319 197919 1925
1406 198397 8419
1424 199691 460
4743 190999 1167
812 199671 9120
347 198415 2993
4802 196681 4604
2652 195167 9933
1028 199516 5083
371 198990 4890
137 199336 2370
2867 197025 9858
5101 194911 4477
1252 199559 3932
6291 196396 4461
2413 199599 4360
1377 198160 6960
1186 199339 8811
301 199873 7330
2689 199817 3309
781 194540 3428
2946 196228 4656
596 196008 8939
92 196546 4930
2998 199323 5803
118 197450 7958
2381 199199 6468
111 197481 798
314 198342 7852
1127 199109 2700
3011 199106 9358
300 198186 3850
840 195761 9523
1045 198738 2856
1310 199387 2046
31 199770 725
252 195539 3501
1812 199192 5088
2568 199658 8365
2706 199993 6480
1256 199331 1085
481 198552 1089
24 198675 5207
5588 198000 3601
19 199417 5052
408 195857 4906
1654 196531 4335
3312 198717 146
1956 198985 4355
3621 198848 4768
741 199418 2215
1166 198325 1952
8867 198567 5905
5257 198800 762
1582 199361 9610
1436 199456 9918
1141 199562 1802
1776 197457 2292
2989 199339 9668
348 198956 5058
831 196019 7060
1730 198654 1102
6603 194094 7414
957 198552 5782
619 198081 4122
2389 199168 5596
846 197282 2694
2330 197056 4134
216 199711 7290
3773 197102 7094
424 199675 9483
393 199834 1734
8 197798 9033
1963 196257 4871
4114 198298 4178
658 199706 9163
1 199221 7644
2000 196235 7664
918 199111 5502
5005 199403 7774
447 198175 7183
8 197531 5444
1312 199668 1777
1210 197397 6415
3367 197072 6768
2332 199943 8795
499 198057 6342
406 196011 1230
1924 199854 3090
629 198368 1842
422 195618 5146
2454 196390 9586
96 195978 4300
2641 198837 823
780 199099 9004
1716 197764 3828
4226 197640 4874
4897 197425 2928
173 198878 706
6213 199870 7427
998 198440 1513
2141 198205 2275
4540 199802 7494
142 198879 9135
2464 198966 1229
3138 199593 8380
4951 198970 4690
665 199420 7744
1835 195835 9309
799 199745 6413
4623 199861 6106
1295 198486 8639
114 199026 4292
5823 198029 2695
3765 195175 2081
674 199060 6009
1771 198573 7599
383 197606 2388
7634 197812 352
1047 196656 3649
1 197827 3795
5923 198092 9039
2262 199410 7572
9676 199204 8477
3708 197935 3494
1440 198263 8488
1640 199400 6463
889 199694 8070
679 197930 84
2114 197415 4083
3547 198393 6436
289 198169 618
2234 191601 8618
888 196328 5447
483 198662 2766
3112 198019 9644
4261 193896 6107
4375 199628 9329
7798 199165 7512
789 199805 3344
2042 197679 5792
179 198674 4961
5643 197996 5235
1266 195061 9234
3403 198331 7954
1168 198203 6874
6790 199755 8821
930 196958 3582
836 198831 4448
575 199809 5988
216 198965 9111
580 198630 5863
883 199813 5902
1145 197683 7067
1383 198559 8836
2744 194137 2467
880 188526 962
1324 198773 2175
323 196280 2623
462 199253 8715
321 198587 6342
4555 194127 6341
2696 197278 3260
70 196212 9869
32 196783 9659
332 198288 8755
751 193597 595
2540 199947 4732
4942 192425 2915
289 197129 4709
2776 199468 4530
2960 198548 9980
714 196572 9940
543 197209 2268
8957 197400 3562
8985 198492 3321
4680 199151 777
447 197976 6027
1209 198243 4543
274 196426 2719
134 199174 1954
2444 196424 4571
916 197222 4267
8306 193857 145
65 198806 5746
1885 199567 5239
1570 198155 3562
404 192873 2436
816 198651 1758
585 196253 1230
2246 198101 4605
4530 197546 4115
1522 198718 2354
144 199298 6310
1510 197624 9752
3962 199849 6091
1117 194845 7534
299 199082 3445
13454 194774 2726
1815 195874 4511
1875 195577 8019
3014 198928 2424
3276 191257 1746
3615 198113 691
286 197993 8489
1927 198095 9487
1425 198261 4846
1601 197507 2835
466 197173 1866
3149 199690 4780
1253 199969 1039
2578 196195 4107
299 191531 2038
342 185823 5353
2638 199424 9036
865 193389 1470
89 199283 2799
713 199175 418
577 196848 4
2143 199329 2625
1688 198746 8924
720 198514 9941
11130 196310 2279
2538 198561 8079
1546 199442 4776
3447 198789 8311
3546 197904 9514
4886 199859 2037
498 197731 722
195 198562 9199
530 199752 166
2243 198995 6901
446 199623 1421
4202 199930 187
882 199920 2919
386 196488 8485
3372 198380 3935
635 199207 168
5663 199242 3663
444 199352 1056
1773 195117 6084
936 199586 1037
4355 199412 131
2187 199426 8354
1542 195676 6218
2191 199783 543
2848 199322 4027
1774 196548 509
65 196937 5573
4339 195756 3388
533 193300 900
492 198988 2345
1444 198210 3931
1759 196653 1762
102 195677 4143
1057 196950 3917
1888 199776 7910
2058 199588 6678
646 197975 7073
6252 197824 1801
46 199078 9719
9924 199973 2353
1241 198187 5427
1880 198941 2159
298 199094 15
2801 198062 6700
2974 198747 4530
566 195258 387
2202 198120 2199
4497 199795 2649
1037 199596 7406
679 197071 8608
247 199985 855
148 197790 7100
717 198701 9517
99 196175 7012
2930 197454 4096
441 199911 9532
3066 199574 9415
413 199993 4177
4634 198344 3156
2422 197353 5765
2380 198039 3081
2958 199481 6524
2112 199328 6955
4099 195997 9671
1421 199899 5588
3823 198567 7360
2165 196698 6238
262 199390 2742
765 199004 6413
1098 199967 4041
1946 198240 7854
713 199341 7977
2129 195842 430
207 196452 5212
2023 195011 268
628 196713 5997
4217 194540 1937
1123 198236 7660
4314 197977 4287
197 199360 7490
480 199220 7706
203 199148 5188
10 199988 8036
431 199517 7387
2300 194133 3372
1868 199888 6962
1636 198441 3303
2518 197998 5488
3839 199949 3424
966 198981 8535
587 198551 4301
302 199419 1565
1700 197400 8131
280 197709 5610
2064 196410 2652
3492 197593 8707
313 198744 3623
1549 198933 8629
4773 199577 2303
45 199328 1220
3514 199754 8975
792 198813 6821
1597 199233 1829
8892 198046 2361
234 198675 9205
574 196220 4604
6593 197616 8817
3225 194155 8573
5531 199313 198
4103 199960 192
1607 199101 9849
729 199447 6129
217 198756 6835
271 199031 4155
911 199633 8489
377 197115 425
4277 197955 6192
1595 197973 3642
706 197571 6304
314 199964 3291
1014 199690 7926
1227 198635 4017
1440 199822 3759
1416 199309 2405
1064 199668 5843
2242 194445 260
442 199250 6319
3908 187583 6118
4705 198439 5750
2852 199012 6653
1290 198672 6586
203 199648 9185
1110 195134 7126
5184 199123 1979
903 197373 4398
750 198475 1248
9002 198896 6682
2766 195090 6367
1184 199199 1184
46 199729 669
1172 199950 9088
208 195016 159
1040 199795 6325
1613 199814 3400
503 199413 6905
434 195329 1493
2278 199408 9032
512 199987 3238
3244 198090 9321
114 198809 8078
525 198219 8649
6602 197841 4574
2110 198532 9978
2566 199691 2318
4132 198609 2779
2332 199837 7676
76 187443 1431
4599 198630 585
2339 199613 9603
2483 198257 2624
3491 199499 9491
1649 196097 9593
2716 198735 5197
2060 199122 9822
1592 199932 9778
322 198089 2349
2605 196978 4281
871 198631 7918
2068 198888 2412
2660 198877 470
708 199680 8120
861 196607 3275
2042 199122 6560
867 198489 4985
788 199303 3649
4478 199976 9094
4206 199024 8077
578 197552 7618
30 198503 6001
3301 198848 3970
965 199894 2936
1701 197676 8446
1042 199882 708
2133 199104 6408
3771 196743 858
698 199662 6814
5594 197452 2415
1324 197516 7522
5031 198116 7569
1837 199954 665
1707 197697 9688
3234 196681 9522
1890 194777 8893
1161 197357 9240
1198 199256 5082
3495 195002 90
729 196829 9459
2746 196725 3754
582 198520 1732
661 195744 9332
2205 197252 8588
1119 199506 9087
259 199827 6521
565 199103 8265
3113 199499 1252
2608 199326 6623
1822 196714 7807
1966 198718 412
57 198594 5405
6067 199372 2099
7551 198851 82
3180 199183 6894
676 199797 6844
4703 199803 3896
918 198109 7760
3750 197865 2889
279 199734 4025
1787 197933 2913
305 199887 9357
2690 198434 6568
906 198913 4913
4184 196813 580
1311 199907 2111
753 198533 3115
34 199050 4789
3151 199505 538
1519 199661 5040
2479 199512 3478
82 199094 4474
572 199394 5666
46 199597 2593
990 199180 4560
2235 189659 2649
1477 197562 6620
472 199641 6275
379 199751 9495
427 196067 6030
49 199479 1888
5227 195534 3966
642 199676 9240
1333 197134 4155
10322 199011 6199
1306 199557 2669
1055 199292 745
937 198617 6997
6219 197365 2126
1772 198940 4078
451 199155 2001
497 198111 7604
1951 199721 6360
4432 198438 244
527 199543 9949
900 199162 9205
3827 199628 8267
241 199434 9334
67 196366 411
5510 199900 9769
284 199247 8208
2613 198608 8288
203 198840 5312
2212 199670 5637
1726 197349 8277
5590 191943 8255
4215 199946 4900
3960 198811 3859
811 194820 8845
1756 196584 4215
883 198906 9939
5842 199443 2973
737 199586 9484
381 191549 4303
674 198536 2012
7074 199410 2903
380 198076 8606
418 195787 6977
4646 197854 835
4704 194824 8243
699 197430 5471
2219 195170 8076
160 198787 1329
4066 196943 9836
8413 199288 4210
1456 199382 8916
615 198942 1169
610 199614 9167
373 198778 7293
3964 197201 7151
5489 197419 8883
759 198910 6475
9 199806 6745
5472 199231 3928
109 195904 8538
3113 199837 1207
1485 193031 9028
3156 197405 3422
945 198208 7776
790 199110 1530
2217 199609 3008
3031 194652 4788
693 199283 4879
1360 199458 1602
824 197513 7988
3958 199641 7952
1435 199131 8919
3066 199728 4063
516 199285 5896
2666 198559 4446
18 197825 3549
1379 199905 8615
1201 198765 6347
683 199158 2172
5377 199608 4168
64 198325 1650
1890 197596 9951
4470 199780 6078
149 198257 484
340 198341 2590
449 196232 5274
499 195394 217
1614 199289 4945
2502 200000 58
2518 197533 2117
675 195755 7994
588 195736 8691
1282 198569 845
4134 196181 5854
152 199683 2623
491 195062 8834
194 197108 2078
1358 198557 1911
945 198163 9786
7291 195930 4265
4047 198749 5675
1919 197154 6727
1235 198654 4435
1096 196594 3561
862 198973 997
1032 198235 2902
2625 196986 7572
213 199418 2710
3587 199132 9712
6463 196414 6931
4066 195360 8525
1355 198863 2886
2782 199843 6613
782 193520 1712
4066 198599 8368
4801 199751 8919
54 196648 5234
112 195005 1858
3948 193984 5669
80 197070 519
2450 199954 2775
3159 199507 8036
43 199091 117
68 197682 7052
4085 199965 1976
861 198641 1315
1411 195538 4672
1271 198458 9276
5115 199402 7968
657 193842 1889
657 197451 4473
4566 198234 1364
2585 199921 9866
664 199775 181
865 192955 7751
125 198891 1171
1065 197805 1432
3041 199924 6231
1179 198725 7028
338 197074 7230
265 196573 9838
321 199810 9414
123 197438 4480
1971 199511 7515
4777 199533 3990
110 194454 8260
1121 195517 3484
6519 198763 216
2028 199022 907
662 194814 8150
1682 199838 2929
2 199198 2820
7643 189134 7040
334 199957 1782
140 199453 2169
374 196216 7299
1577 197132 3673
626 195812 8627
1138 198729 5875
2603 194733 8429
4367 199005 815
386 198953 1583
2929 199410 6306
3436 199709 7741
248 196206 8926
2284 198619 7582
1838 199236 1340
2825 197873 2356
128 198936 2056
890 191699 7419
729 197300 1069
1075 199222 3925
702 199623 1218
2237 199146 740
4187 198491 5171
56 197618 3928
1736 192718 5395
4058 198466 2955
1804 196910 7042
5160 191428 6969
459 199525 1386
968 195790 421
3568 194673 6175
255 197995 8681
415 195035 6855
124 199609 4732
1037 199154 4631
1301 198456 490
1600 196650 1871
6862 198963 9375
3491 197374 5752
1948 198873 6549
2038 195967 1451
4134 198930 9839
682 199314 5188
559 199731 7542
8859 196493 1720
2858 197896 610
1294 198641 7507
1969 198914 6140
1143 199679 6886
3849 197468 1346
243 199801 6767
3645 195575 4683
8357 199985 6314
3749 199797 1709
2459 199645 776
1713 199828 8172
599 198637 3438
2861 199243 2101
218 196993 5856
1051 198869 8842
2720 197798 9262
52 199186 5983
566 199810 9071
1286 199769 2629
1782 199321 4171
3610 198876 7029
351 197068 4622
227 198471 2464
620 199923 75
7153 199669 4198
281 199399 2349
232 199982 8133
1307 198783 4996
639 198121 8467
6350 196720 8847
2108 198323 4830
1313 196540 8710
333 196034 9698
2254 194091 4107
2715 199641 5531
582 199324 576
751 198977 9757
46 199811 2859
639 199434 7297
477 197985 1704
2049 199534 690
6162 197794 6334
1604 199577 4151
2771 195978 3446
268 197149 1010
3095 199654 9480
98 199109 3353
628 198852 5207
23 194546 3844
1935 199719 6623
