5611 8340
135379 183025 7767
129486 187311 4864
42903 119074 9580
62324 152061 8071
113470 185027 5253
119980 134657 9869
163860 177060 3988
94057 156839 4481
152406 174473 979
75136 134970 9458
5654 23677 797
166076 180957 9138
192078 199535 1371
150393 164311 7325
57248 170436 5233
176044 187000 5530
73532 173904 1097
72659 182632 4161
4224 188129 9744
133058 139588 9437
142226 173732 447
72485 199722 4836
180446 196457 9997
5191 5796 5988
182015 192326 4803
46992 57510 6992
119288 126994 8640
132637 173481 5723
156771 181702 3502
20357 85054 2820
80248 138179 1780
175050 195042 4995
53131 123645 9933
97319 195809 1491
57032 156609 8088
124261 130471 2048
192665 194602 498
33468 103965 6066
61358 176067 4577
152742 153869 2090
29585 47582 7857
28314 93704 6428
29169 154362 6452
68057 167078 9102
23651 54515 7366
109054 179593 5919
172148 172686 9198
149106 186694 427
173074 198425 3051
117937 128821 1631
67948 175707 8766
161193 171102 5367
50411 93830 5012
84363 112759 368
106953 160264 5847
173470 173656 6586
52743 167232 4598
79348 128170 9933
156439 186695 4321
38263 132396 5664
48401 185127 5961
53362 136468 3638
44647 153151 3943
28024 192888 154
164004 173798 6876
138216 198156 7196
159631 190449 1209
168612 181347 9931
120860 189630 2655
98786 193353 1013
80021 88203 4761
121352 121521 2109
101566 128665 9368
79214 183744 2492
12549 74728 5983
101032 103384 8124
2744 115698 7137
170849 184097 6368
97706 177716 1527
97808 194528 3047
58415 144878 7942
74285 99326 9091
1901 41948 7600
134299 135570 3956
127815 193014 5097
82136 132482 7226
25205 80794 2318
48626 132538 9499
39629 156428 5632
191155 193507 2945
98198 145989 3703
93395 93554 360
8150 53497 1876
29237 69807 5734
195753 195801 9767
127847 148119 3739
1554 99213 2914
13560 55594 9035
150261 166049 1469
17956 176724 2345
120299 126049 9468
8944 182141 6534
108176 154565 4638
157831 159538 9627
173762 185638 8503
17853 29707 2483
567 169934 8079
109502 152123 3340
19289 58941 8524
124316 174367 9391
105568 109849 3293
196188 196448 4157
120025 121405 473
21692 145697 6653
75412 136093 1255
118839 191260 9747
137610 185481 527
156502 199843 4834
97248 144018 3872
90952 136036 7253
46576 100199 339
180357 184108 8459
99479 160066 5872
135769 181050 2193
8995 183826 2880
57817 154291 2500
101201 197243 4099
70583 116812 2582
196081 196987 4769
158128 171835 2432
198599 199371 2566
122797 130490 5065
60275 78216 3482
119184 130126 982
192857 193085 1310
66486 162997 8931
154323 190170 3294
36513 53639 2016
38160 91349 1251
168956 194415 6335
117300 119996 2599
182524 185679 4428
118737 188206 7119
10259 148260 2398
128532 174896 900
116686 130647 7101
141366 170208 6242
198057 199247 1652
154610 170183 3572
59188 121639 3913
176755 188294 6191
120369 187848 7658
141506 194359 1934
90018 174733 3083
134306 178989 8558
52458 147837 749
199243 199877 4219
50883 87381 7632
132553 188111 5899
192066 197662 8796
162292 173417 9384
2408 45545 6652
38646 103174 2659
151317 160550 6908
15199 66629 9943
83674 153166 3636
119855 148870 8860
183148 189800 9717
103740 172863 4845
9628 113098 99
187773 193133 2731
22580 143121 7380
131785 187299 4755
77618 98415 4184
193266 196469 8973
48872 89472 8408
35141 52336 5911
15305 118572 9300
161811 193141 4945
179800 198180 6632
66777 91763 746
1389 31294 5582
177872 198555 6667
121770 190901 5258
157823 159153 914
127762 180114 225
10708 197896 6609
116433 171384 3883
38424 98983 9863
98600 141784 8299
106714 110075 3231
191123 198900 9180
194974 197097 6024
55891 146725 1326
10470 199380 7380
18271 122618 1488
97175 111781 9413
117983 173655 6352
3 177892 5157
189306 194676 5137
18119 186151 533
22463 130644 1324
113523 174041 5751
80281 194242 2331
184331 198801 7903
168664 198495 2721
17079 181664 5704
197858 198523 3709
106422 143087 6275
120703 122580 7697
186180 199586 7813
158152 158838 365
69472 105235 6624
44843 99056 5969
54119 66211 114
106231 135670 8947
89739 173991 4477
179550 191761 9149
12734 173150 2615
128251 198156 1243
144711 153598 5427
59374 115512 3379
172758 198780 2575
78161 88922 1494
54571 170671 7392
195924 199809 5366
112018 133228 938
114823 188043 8023
12612 159834 4387
141221 189847 4090
127167 167681 8123
154246 177695 8600
66102 90948 8468
113202 179894 5196
127843 154577 2552
74729 183857 3940
91505 144981 3068
180005 182311 5209
171903 177368 8398
69876 199942 4365
138662 154190 3863
7579 20721 3636
134509 184120 3868
49331 125224 9781
2895 120361 7991
15257 118317 9171
187794 192349 3670
53805 153755 2967
167158 190578 4753
196264 198634 352
141309 162281 4402
174848 191482 7198
144126 166980 7392
85756 198561 8026
105905 169456 1324
102142 176121 1226
85543 126577 8144
144163 181720 3012
58497 80508 2948
49520 91439 1952
62569 165501 4386
60753 175881 691
20907 159257 8828
41725 107512 9449
101625 164636 9148
151890 170822 9042
60658 143876 5517
11078 87756 2896
84354 121018 2120
31616 139196 1103
91385 123515 4993
140623 185363 1126
59807 92672 6115
107851 121248 3965
132991 153023 7304
35421 91697 6368
135943 163182 7197
135163 163155 7171
55575 153977 9734
70968 185870 7813
72360 182703 6781
62789 122238 1049
184764 187936 6641
143155 157153 5618
49126 108140 3932
106833 128697 1312
87324 153083 6069
150499 158946 2392
137268 162578 3656
103196 116382 9848
46253 162256 3938
191432 196086 9435
97907 118919 1313
76264 111160 6922
26852 154941 4027
115278 138740 4980
175947 198209 7533
195652 197836 9966
121641 183333 2150
131361 161440 6494
175024 182952 5205
150607 183266 548
126505 153955 4896
29861 101687 1706
182662 196007 7063
140255 154744 541
72488 177563 1305
159547 199985 5532
110959 182590 6244
183717 191670 5185
112468 173244 5778
89964 104922 4685
45077 195678 5170
51757 90800 1832
85010 191061 2868
55419 122685 5705
108022 197649 5289
27125 50646 1667
130950 177463 6267
105072 170350 1953
97560 159056 3192
125531 174378 803
27763 69554 5092
20899 183736 3465
134008 196059 3120
116076 198314 1839
192825 199877 9061
78800 102112 4425
13592 161458 5749
146636 183356 2592
102236 118841 9908
83543 173312 8110
108503 109567 3538
23219 184397 6438
18678 122914 5068
37840 189527 1240
6278 18863 2532
105169 154295 2147
99382 120779 2253
57106 123176 7403
49987 150525 9643
174248 187141 3149
135454 188849 7387
19842 47099 8496
58644 136904 5150
94080 104580 7902
169219 187895 1772
138911 185045 6995
85657 194677 7783
107678 165672 1877
192778 196326 1628
158596 189439 2964
99466 125141 7249
42756 70813 4612
84039 160839 6923
136900 146917 6809
25857 140811 6655
12077 36108 9282
181303 194874 5052
104093 116974 2921
100450 116897 8166
168106 192654 7961
36453 161670 9637
123081 195264 9328
37934 100641 6479
128549 188242 9799
158766 188033 2516
21157 49622 8544
181557 183434 8264
55814 79375 2703
57871 151809 278
84221 134618 9228
196653 198952 8195
144607 152033 8935
1999 146108 687
71736 172086 2380
181789 188776 4275
172177 183808 1466
19758 94594 6568
92079 134341 5102
47346 91816 2212
40882 47215 1637
45737 191267 3690
49023 114283 3378
110715 143545 7826
95836 138972 8652
118505 128725 3670
109880 134132 2763
181922 184144 3710
51020 127331 4052
116660 186735 7966
95982 117200 8547
35185 110320 3775
17500 36644 1464
38033 171729 1147
38174 98527 2597
68270 155329 7389
93687 137267 5014
28301 29130 3720
164678 197269 3682
191024 196391 9637
43784 90479 9874
37976 59220 9987
27972 51657 4495
121591 162624 810
61551 75085 2080
150700 158122 7744
165842 168266 2403
5758 151627 721
84714 99279 3308
162582 190423 7848
85405 191915 9916
145337 180302 7394
98096 103553 6931
65680 157494 2340
144219 184666 8473
77072 176534 7451
100661 140719 4137
77452 121229 6789
12422 156880 3727
95610 198503 8382
17848 81762 6420
22515 180983 5582
72248 161368 9463
189713 198018 272
177857 189821 61
126102 198143 4821
10959 180509 844
86903 94460 9419
2294 98772 9076
154385 157261 4344
116679 118167 1727
78947 128504 3915
10627 116894 4586
67130 198275 9732
90787 173002 7012
171162 186151 2962
40400 85283 4119
170480 172777 7182
88131 91318 5893
36206 72825 1526
73299 164129 8772
99996 105289 2604
96746 175400 8700
138526 147353 8640
174706 187689 8048
15410 76296 4474
175450 178977 4171
180174 193152 333
30726 65618 7101
135203 160932 7240
182455 183613 6886
127532 148622 1166
130145 184268 2178
72126 137700 4745
107125 111443 4389
4683 39407 8906
117096 175270 7448
30111 76793 8068
121763 130994 6821
147401 178754 9657
125363 144448 2943
38844 174378 9124
30842 169020 1190
190281 195121 5304
24227 73506 889
73352 143832 7706
187974 194513 6860
75580 145433 9530
173961 186992 3708
175319 195868 2071
109114 122851 5168
157599 185424 2180
58084 110167 6146
176361 196384 7557
106678 131963 4206
103895 126793 9598
56900 194997 9867
3049 193701 173
57849 156257 2503
147074 168922 6326
187056 189396 4071
151311 163867 5536
141248 174629 6351
168122 175241 7598
194772 196272 9918
30548 150289 4625
56553 136415 766
157419 177580 3787
61217 188537 794
172468 173978 5782
88680 99662 6576
107887 165443 4471
124027 171273 4649
20599 171829 989
61643 68312 4071
131798 177706 4846
74140 154029 8382
93059 157366 5699
17125 33519 5350
31543 47833 9235
137816 183033 4592
162897 198395 3597
102154 185974 6742
10296 156146 6569
161590 191263 8807
174479 191369 5281
196115 197186 163
117715 160651 1756
7881 105909 1668
50007 159459 5372
152138 164987 7837
161426 165794 6872
179436 184049 8663
151609 187225 4508
92374 189339 2570
97054 191597 1071
172071 183392 5721
186680 191298 1044
90662 114857 2992
13951 170604 7333
99954 136319 978
179270 197969 6333
92202 160223 2926
195802 199624 870
177611 194755 8161
22108 153235 7890
166262 197654 1266
140774 143107 3772
81142 111638 5146
64785 152229 5281
187085 190679 5218
187058 198032 4203
99301 156789 9873
131732 173290 6031
115406 148996 9430
88844 141211 1336
6868 14731 9474
179837 196377 2194
104480 134280 8778
195505 197012 795
89325 196014 8443
57879 141646 9303
168086 181804 4846
44787 93951 1330
15028 197881 1902
129485 187082 6572
147174 167480 1431
172074 173064 1808
96906 178339 1873
166558 198730 7125
151871 185116 4990
152263 153089 1400
138985 156428 3184
78545 139137 456
120415 183752 878
162950 164463 6916
75608 109680 7512
37687 86277 6467
67125 106361 6440
153589 186555 4003
190485 192644 3180
94600 151338 2451
148673 165346 4865
82303 127618 3652
95175 148438 5425
42958 123052 5885
21737 144438 2672
22833 111959 3070
30305 68434 9587
174737 177837 6760
149997 156208 6419
47460 84251 7242
161528 194955 2544
118471 188142 3438
144927 168112 6553
194633 198687 7445
51963 165431 3355
43953 166808 7936
6091 130368 5351
3753 28725 1505
173244 196971 7305
142105 166445 2801
43920 197030 8917
17458 76451 1858
122594 135381 7876
190423 192050 5016
172177 186484 8192
183118 198069 4515
66114 149957 8813
9083 81176 16
52342 112605 5032
171285 178743 1729
132600 170074 4643
48372 166119 9674
123429 171397 5217
182842 198088 1613
106242 114413 1407
138920 183113 8152
18568 39557 6484
147291 191480 7325
193719 196406 3899
5418 123586 7697
126900 145927 8206
59740 154288 9385
57866 70561 3556
85418 154239 1874
188282 199507 2366
167919 192985 4640
27455 133300 174
167919 168064 6297
116537 183144 4888
186988 199129 7106
96657 139406 6366
121563 195046 7706
187886 192878 7911
53098 108094 2213
147469 188592 5647
131794 155452 2252
136063 171131 212
165684 190857 9331
184187 199475 271
490 13762 1818
56516 100993 6306
156669 192941 8760
43359 184069 3058
137119 197290 4517
155949 188685 3236
128241 144508 1383
199074 199635 1276
175819 197127 7022
160680 165151 1331
17444 31772 3172
35409 168506 4105
99476 199989 9151
158228 191832 667
44733 75798 5080
151471 155938 150
50741 107646 3682
56643 121605 5261
47609 118359 5907
147146 158515 5847
66937 196091 1110
172299 176739 573
79688 83707 5907
88817 186510 8641
172174 196972 878
167140 178262 9490
89219 194923 8400
58090 189616 4752
10231 31293 7491
86413 129269 8859
156652 173755 2178
154975 166014 9569
179911 187501 6144
13220 141350 7414
173041 181371 5239
195908 199489 2710
17633 151344 3252
145161 194343 6137
196447 196614 6672
189639 199456 5671
12382 118058 3553
163021 177313 8668
175178 180041 4595
154608 159564 9725
101383 192989 2449
80067 83203 7211
51650 196922 8376
43005 180161 6519
185305 197077 7294
153318 162568 5270
46785 166089 1022
169589 171963 2023
189250 194508 3223
129019 152499 9843
357 24821 3189
242 139445 4035
170244 185162 1424
110205 169678 5384
30210 44860 4883
174887 196492 9671
102428 170770 5808
196183 199052 4564
184218 196231 8882
75689 160127 5248
157002 179880 7746
188797 192757 7141
26615 68467 7694
155025 192559 3297
57001 187075 7943
85201 116195 3489
29096 66325 2218
135719 169579 5824
147935 163463 753
168213 185472 2511
190815 193678 906
129695 151782 1527
1357 26426 7319
191475 198235 429
30094 125541 5832
79717 156022 5781
114533 162739 4006
146042 150692 4714
86638 181160 4593
148154 179117 2604
145388 156468 2092
162439 193037 2347
57764 104199 7399
175336 191486 9411
199561 199913 5597
194718 199757 3513
113341 161230 9263
158473 162732 6548
152337 166013 3424
26155 165750 1807
54632 177306 482
188807 197255 2846
162966 163613 9537
129592 169407 9086
53295 73310 8142
11816 185193 3458
24704 183817 5374
172157 197447 7035
195505 199187 676
36922 79614 6823
2730 171255 6204
77609 113646 4381
138277 180727 106
7818 35514 5591
137411 166705 9378
50184 104154 2225
141500 145273 8776
13917 18184 4994
139547 182586 4459
699 120054 6760
133422 181508 7581
185583 192858 4952
53066 102092 6598
5500 9785 6662
153698 182398 7433
127951 175747 8306
53401 157255 3463
57134 143124 5987
145674 195839 3043
85140 192359 9800
47697 131872 7525
142325 190227 460
63239 77484 1154
193358 199061 6746
17266 29281 7963
45920 159996 2241
175818 191984 7910
25649 161583 1705
18100 183973 3530
23950 161223 7574
15456 174775 7886
104871 189538 12
169316 191477 4644
14692 66230 7365
99064 184345 7074
141008 156051 6110
154332 190507 49
30160 133221 6088
184636 192593 2921
199166 199542 4445
41748 183390 7339
71343 166502 1665
41914 95835 1905
8573 170867 4187
102240 187794 8099
134214 160651 5923
82703 106151 5724
19462 80831 9694
60567 115211 92
130148 167709 1304
87120 182590 5327
18204 173259 2210
115023 178538 3982
166262 177135 700
142727 188286 3235
75286 165619 2308
57880 165707 3602
193999 194719 175
74138 140399 3958
23715 112678 6774
127245 182805 9242
176056 180114 1509
122614 198252 121
164051 182062 2416
155068 176718 5640
149009 189454 727
133667 172598 1586
28198 121633 6027
1002 196033 6452
119210 197712 7521
77733 119195 2713
165775 193357 5286
136178 152235 9704
122574 171146 4307
161199 166991 9053
195661 198782 5811
76982 160595 5270
8526 11024 6931
119227 165088 1406
176990 191757 1289
30073 132125 9343
52622 130881 9303
44340 82556 2067
151910 180721 4306
71262 174366 603
191039 198620 1310
60067 147671 2468
132484 198772 5916
80732 164223 7254
175271 191027 5606
12012 122203 8302
11520 113614 8218
81997 94267 3246
102865 152169 4517
52960 145659 9396
32389 92790 6626
67827 197364 8152
198081 199296 3491
153315 175684 9946
191418 196115 2046
15938 105213 2571
6478 70821 1388
28060 95988 6042
133219 150474 3230
115860 182210 3202
114116 186657 4304
45291 62367 6514
12339 167986 6978
175117 192971 1932
128253 169258 2324
177884 182841 497
176665 187302 642
16651 76024 9437
3874 70322 849
85583 168442 6447
50713 91932 7368
56574 96913 5180
50906 111816 9810
22717 155920 7973
136326 139501 7299
118003 162666 4677
133130 154744 3160
64098 121000 8207
29259 33684 8036
198573 199955 7239
146860 193280 1288
113205 187674 6863
150962 198385 3938
176942 185785 7717
6199 21389 7897
158538 159102 9979
17259 145321 4408
148537 179403 838
31194 158910 5529
179355 196819 4155
185857 191292 835
79554 126253 3095
199272 199407 231
9619 194149 4302
184690 196817 5655
104604 163169 4935
168949 177536 4200
179604 183604 7509
128362 163703 554
118438 190816 1112
105500 187952 6388
5730 96035 8580
69530 184411 8005
173294 174135 306
74666 166119 8248
178080 183340 7446
177698 191477 600
144094 187560 865
155568 186258 8740
38003 192372 2552
24861 84410 4052
188150 193889 4115
156368 177320 2781
46364 149895 2282
117862 148794 2305
117618 140732 8653
142566 165946 3882
52072 67210 148
167932 182496 7640
118053 194943 7718
163493 197830 2904
129636 143039 3757
35437 138325 2903
152173 183468 5097
34045 153380 1944
137097 175313 7395
117219 118890 2371
56789 88200 3829
181484 190372 158
60296 76696 552
33644 141217 7007
17785 163572 4110
21151 195774 9602
23215 163471 4753
90508 151628 1768
91092 176237 8508
188818 189563 8273
147169 196277 2984
196303 197624 4059
172199 175035 4697
147370 192875 3723
93284 198475 3305
59832 141099 7147
20095 49003 1988
86507 188738 340
92088 194759 2854
177529 187726 5853
152796 158158 9970
171400 190845 9205
14871 115276 3669
114028 134382 110
47867 182688 8842
46144 70006 954
159651 175143 5790
83947 193671 1802
70778 86315 951
110112 157404 3940
153309 161569 4608
70865 89379 2564
89037 144127 9320
169329 180390 6582
76129 151527 8716
80620 159372 3555
48558 126095 6194
156888 179441 4826
122390 175669 2342
182132 194100 9281
136633 171940 650
175486 182631 9948
60619 93276 5545
82617 127589 3436
120166 142608 8685
60375 117869 2747
57431 139164 4002
135134 139008 9959
183562 198994 5322
174369 176863 2749
59880 74388 6946
188086 189047 1720
158182 198427 8164
131372 179209 2938
73874 177806 9054
138737 198683 1370
193922 199217 4947
187607 192628 1758
102733 176118 7840
165917 197829 346
147817 199823 6817
174340 183778 586
87268 135743 8422
136135 182886 6348
25892 192116 3584
122393 162322 7441
87217 110576 6944
163467 199975 4997
37347 154853 1585
33774 76574 5629
82953 84975 4516
66807 99082 4656
103565 177547 7628
159155 199048 4601
164099 181794 5579
161257 196337 28
182538 192837 2893
149284 198890 3526
80027 122440 468
2191 179040 2314
93122 112183 3859
196252 199512 3417
188408 198625 174
84730 118088 2338
31471 53041 4417
156403 158918 7386
161788 184364 2944
133142 195855 9708
81525 87791 863
140324 147310 3796
38727 192955 7731
113796 172807 8025
11990 14066 1208
3540 168857 890
138064 177725 9060
54581 86128 5818
21491 109744 4443
54391 84932 78
154189 199083 2132
125530 131436 1829
175592 186687 4653
179429 196188 2297
80256 139148 7642
131909 153982 4118
172282 197019 6803
100992 177199 1560
7960 59994 1198
197939 199734 8058
9723 33282 6378
6300 172657 2284
36654 76743 2590
137451 182086 115
119817 153219 3169
161185 176623 8679
13556 56303 1482
47621 129235 9193
64336 83539 9899
166126 177301 5171
193216 199063 442
34362 54694 1349
110468 141695 4208
123972 175779 2157
103313 159673 6533
128321 169255 8934
129712 190620 7115
159736 167000 5556
11090 149761 1658
69863 174230 6222
149547 173475 1435
17808 119674 7997
175498 185377 5657
162608 196906 8052
14417 131784 2756
174056 192080 1168
122827 171022 3784
38530 116658 6658
94751 104033 4430
89509 136972 1594
65328 71795 5904
31870 42327 9654
198725 199241 1699
75321 140377 4571
66035 137000 3920
198087 198747 7331
184093 197824 2547
1626 198811 2759
72776 117228 6183
73651 193098 367
172659 183235 1009
25802 178136 5431
98843 135931 2604
107085 190985 4004
23002 181465 4997
192301 195126 7256
176768 199782 5480
157375 188060 97
45579 158387 4314
187167 197944 3992
119217 127207 152
71291 86728 9817
148479 185289 3983
13366 30714 6990
48849 123904 7229
8452 117722 8257
114071 182046 7401
38236 100441 145
119485 131444 6270
15504 81406 2580
99561 135057 9885
178960 185129 7774
185986 190562 3443
72755 136750 2048
176083 189734 1032
174520 192315 2933
70186 105640 6874
56189 192257 1576
113079 167648 1305
84631 90978 8874
30400 131330 356
186101 193004 691
94017 177883 3107
149196 188898 1206
52265 84407 1174
122088 170844 5177
33942 179172 7918
152637 181045 3093
10306 34568 1195
80729 125421 2715
22088 132096 2917
188994 193701 615
130029 198311 4382
78358 136645 9818
109312 140811 5608
86288 132764 2994
116239 136780 1282
78417 134660 4412
137126 138712 9465
3485 10610 5805
120347 122618 6989
129027 194095 4636
6237 119835 1936
10388 166266 9652
195157 198357 1686
182045 194512 4233
96690 97859 9945
185828 193943 8057
575 69369 6732
17289 125208 4404
93149 98332 2291
195517 197883 3678
86097 127983 3953
192037 195741 5141
181180 194153 6514
89942 155168 9502
163461 190555 3849
100760 152780 7445
87184 175386 5916
56010 73608 5348
53965 108248 1054
125283 140600 5827
105695 191919 6829
182081 188861 3136
168456 190467 7965
95904 154246 7697
102107 192261 4900
53846 84311 4632
83969 143802 8056
28127 182589 3013
65257 139210 2470
197981 198021 4242
192029 198002 1347
95039 174636 3259
116359 140938 5048
133779 181898 6092
56082 69096 9305
176800 198082 6128
18016 191247 3959
50056 183019 3543
13852 129674 2311
99249 174941 6695
143431 150491 674
125739 135347 1029
107035 156267 382
117572 151718 5717
132449 167879 3549
64791 184438 6737
176939 193158 6372
643 44582 3559
59598 196779 5518
118114 144881 4053
157353 180792 5377
193886 196696 1129
59077 88929 481
33960 97031 1108
127621 134851 1012
154396 158903 7614
199633 199876 9397
31383 40837 736
90358 199665 3677
87355 187478 3981
63564 121688 6350
7347 86980 5154
157471 175195 2930
89548 126721 1136
29954 110267 2916
137831 167696 7495
155498 186990 6893
48376 86010 3125
187483 198094 113
177995 195667 6847
145324 165767 7194
67191 106597 8735
67971 143028 5221
168175 178001 7039
67780 188213 924
166714 185582 3412
189871 193375 9876
117690 158996 9118
58525 191534 6359
66025 116789 7199
124659 147498 8868
27084 132837 5929
16852 31609 8933
151437 199666 8205
150829 170744 7201
27027 128188 497
16794 51036 2243
196879 198108 6066
185884 192257 9434
176256 195653 250
73361 193370 3235
5995 141438 8547
56366 112454 5812
107369 181271 9772
20161 64543 5162
191563 198084 2171
96525 125489 1156
165697 189512 6500
76888 86758 5857
192847 197340 72
178623 193528 3591
69456 75692 9666
146333 175194 9254
81830 110746 1486
49175 155156 4060
12916 161329 3226
83 66506 9242
44567 162365 817
56553 125500 8743
46185 91420 4101
72949 96535 1714
166922 173758 9501
62134 161152 9774
196943 197925 6447
172248 179208 377
39606 165269 351
140383 151077 621
21458 46614 793
118609 195551 8938
55025 190823 1659
17819 94115 3860
66866 149533 3607
52669 183673 3225
66328 160360 3879
32520 144999 117
116423 118420 3376
77113 128229 4121
7792 46891 172
125995 138144 649
140986 190389 5187
128068 128664 4341
146382 166716 346
131728 165905 1658
10625 53100 4063
71474 184210 185
47709 103319 5523
35125 175041 2376
144629 156046 4600
98707 156262 1112
9495 140679 6876
143273 149994 534
191089 199419 1799
117191 197254 9094
3476 99991 6225
56419 111202 7868
87182 154898 7511
92362 194934 4205
70407 88387 9456
99493 113174 1782
166402 168649 3451
146791 169884 1434
8621 45225 7675
45944 159856 3825
78034 187283 5941
12653 199188 735
198450 199084 9161
183138 191108 9203
138236 144315 9263
56067 173372 8529
193950 198996 2484
183818 197456 3697
63756 138820 2308
42340 64333 1049
71578 97434 1642
39028 122464 6280
22675 71452 9014
133269 170448 5925
84224 107521 8718
20951 99142 920
131503 157949 2488
51893 157246 1862
6984 14374 3206
77706 193471 3026
46214 77182 3522
4922 110161 9826
169910 193957 5036
93352 175515 5647
12755 35162 2018
195591 195944 3649
140080 187100 1647
59705 96316 4890
21120 144770 9863
113760 167692 9346
180148 182720 8658
181849 199380 2067
185981 187203 9750
27919 116570 7766
154468 195327 8538
14999 163092 6925
188707 197700 5912
196579 197693 8977
92153 143780 4674
116291 117389 3614
15953 108992 3128
118772 121228 5566
32307 165623 9576
52497 56420 1379
94000 197247 3511
38412 90746 8809
145951 162711 6863
104976 148934 4204
194532 195344 1210
19282 113564 7397
193906 194550 6205
162048 166746 5834
163035 166423 6904
84501 160768 8582
168704 174086 5165
161259 190214 806
172005 174162 7151
38058 93462 1494
103962 128131 1549
6660 74494 3179
101665 177943 7582
1666 88200 2610
14655 161566 5886
168084 199991 3129
55778 70489 8170
110765 159165 2476
17079 119556 6825
78145 189176 611
164623 181126 3451
186197 188663 9593
130952 162646 2614
134214 142275 1647
19342 38340 4558
168042 171580 1299
154736 188896 2485
127256 185718 2571
88293 159903 4227
197734 199028 5222
142967 167661 9399
640 8082 4612
185624 189371 9726
157214 169310 4772
125391 148067 755
101555 160761 8878
147729 163367 1416
193844 194257 5970
74324 85476 5828
172300 191810 5521
138769 184393 4270
76551 176624 8283
53986 194794 4072
199658 199927 4441
169896 193989 7695
116685 118446 5627
77815 106433 3617
155455 170478 8387
124695 127246 1631
10074 186813 8707
60456 78479 4438
89415 148171 1269
193427 196347 7384
103328 150687 2906
131209 166020 6304
115964 187706 8805
131793 150141 4790
105727 192120 3960
13347 21708 6431
70538 139798 6750
47287 61595 2073
78074 135804 6458
70331 169481 3077
103651 174007 5520
59417 199425 2725
54265 124499 8323
98056 182046 360
191747 192394 7439
185157 192942 563
115257 174686 8519
