463 217
116244 158911 5824
84185 132624 4223
11532 89733 5108
67709 178689 9623
38239 98551 6115
180534 182896 3028
43018 130088 5096
86056 136947 5637
9028 27544 26
60926 80619 2006
124131 160400 602
114894 192518 3930
183310 189589 1537
15538 29067 216
1147 142192 7786
75287 85084 3000
116593 154341 8556
26003 64589 7151
125646 125743 1626
98077 174232 8984
34839 123050 9534
175197 199165 4006
41092 44236 4195
138048 150942 3656
182915 193177 3554
73612 115633 619
99371 115237 6239
113870 198491 2998
107433 192162 1988
157499 196368 433
151966 163698 8110
50874 145031 1799
130567 166420 7431
55127 152789 7006
146322 162477 1140
104404 120548 7301
29302 71513 207
66246 199868 9165
151376 193460 5111
102892 169132
53258 183558
152530 190682
6765 195105
163467 178211
46635 119761
108762 166601
104632 177295
88129 140218
34315 63674
136396 184452
99423 147602
75143 82152
28083 133185
176515 192628
176715 196594
88661 105134
83884 198541
142935 184368
130467 138787
155750 158908
123839 157041
5794 26714
115923 171298
17649 100985
119349 133459
128508 165827
22338 66892
170351 198055
63255 169770
42878 170144
168601 177063
106523 137671
35183 177900
162881 169483
152066 153904
66092 72495
147460 196259
130526 130625
171494 173510
179676 188128
79584 111870
161839 167655
12461 160323
193764 198682
66892 136563
186764 196579
177344 184553
88189 113005
58577 60506
188623 197135
112073 189288
7007 46196
34488 105763
164495 179137
83633 168595
143108 148034
104075 175937
33063 58410
141664 144462
188325 195447
90769 167916
15279 185973
14208 56755
118011 148454
106260 132483
144833 191865
134457 186260
12094 96618
164445 172509
1076 7883
194356 195724
137640 180145
175350 183579
74083 165522
70748 74693
135858 164504
161830 166774
92582 171553
191703 195442
109205 126393
31351 76571
189207 197208
159120 196089
146825 148284
185138 195735
121357 148601
49200 180066
2696 43197
158177 192200
149283 180035
136095 166535
165515 176624
189579 199996
23282 120220
82759 95332
102795 134559
178042 190067
90513 199632
180048 191914
193857 197334
170296 195311
144155 198565
71076 142268
21861 159703
183756 187188
87912 109675
162795 198461
15729 110438
45953 113605
123537 149209
10383 153784
63774 178513
198302 198959
106096 122600
117176 122199
126437 179036
130925 198830
164381 189132
153296 187225
190398 196390
190584 197126
8049 101065
47040 66721
29731 41883
197382 198207
179397 193294
92015 107535
26445 120302
37218 151758
89331 199408
149193 183380
83253 120623
95315 135940
93523 164830
110261 132207
136531 156928
159396 179244
41342 197470
57436 73636
80545 103141
43932 49995
154701 181806
115880 140253
150808 171484
195718 199514
140570 199799
176577 181619
92593 151245
122218 175995
142141 163947
119889 186269
156964 186141
34640 64792
14735 120408
191233 191932
114028 118069
83971 193708
140586 142838
47033 81737
196736 199212
149642 175122
46822 56533
42018 191357
174681 191817
128752 179505
50972 194519
59494 81871
118386 193853
85821 192133
54885 167771
40174 75353
167554 187160
112185 160349
115483 178430
49186 61439
135043 137129
52655 147534
167765 174779
125547 159587
85230 106577
73255 188265
70894 154635
198963 199735
142396 166770
78377 190534
197375 199614
66659 164109
191781 191866
124992 127118
45215 74649
34339 171253
75491 198178
182260 192598
117673 137475
134365 190399
89327 133869
2573 165638
144245 153654
183993 185552
148930 196245
78614 147572
34717 169895
151009 197739
161300 187576
19415 66447
54969 111224
68989 148119
165087 195113
128217 157347
69858 182533
48566 131708
78044 101649
50661 120115
181233 193302
27447 60707
67908 132432
